"","iso_alpha_3_code","YR1985","YR1986","YR1987","YR1988","YR1989","YR1990","YR1991","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016","YR2017","YR2018","YR2019","YR2020","YR2021","YR2022","YR2023"
"89","IDN",3983.31645572893,4129.8353425226,4253.6826173814,4409.35982779871,4666.27462588359,4915.19368023377,5157.59646805545,5399.57746395291,5655.01914466032,5981.84504211546,6368.62413729995,6756.27333467921,6961.3146151599,5953.61897218642,5911.37799028071,6113.11642659058,6247.1310365527,6439.1657938181,6657.30540289663,6903.76353082434,7205.34882559858,7503.58076710768,7875.68697046428,8241.29003165304,8513.82157650397,8931.23114007791,9363.94086671348,9804.67374493588,10224.7822933154,10612.9294223703,11007.491125108,11439.7220689556,11899.3272722333,12394.6943973416,12895.3329182672,12523.290429915,12897.1031444698,13495.4266632717,14072.8537097538
"90","IMN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801.73718106831
"91","IND",1829.20600567728,1874.21371616874,1905.92470175701,2044.27894013007,2119.38293870588,2189.2770951254,2166.39684050765,2238.25331929983,2297.06266113972,2401.00782034526,2531.93347691218,2670.45829451715,2725.78680630586,2840.24044530189,3034.83478774965,3094.49819622272,3185.64105071344,3248.58638656867,3444.03825456893,3655.24755695546,3882.09262359325,4131.55763139699,4383.31929239844,4454.80161258056,4738.6486251647,5070.97832602774,5264.59204686513,5478.37777914977,5753.0971612388,6103.24102311785,6513.44397994147,6968.1468333825,7356.15648878112,7746.20996885166,7964.02356341012,7432.5467965831,8087.9938026769,8594.43158139219,9172.09610837896
"92","IRL",22950.72830367,22842.0419807344,23904.7089638158,25259.7179267592,26834.4190328463,29081.8033825192,29473.0405408793,30251.3078098974,30910.96511911,32561.5399403612,35516.0991197577,37836.4773079838,41587.5802566012,44763.8333100348,48922.7874133739,52814.5004786693,54738.2528124911,56998.8088083896,57767.9433987308,60571.6860249554,62668.0360948081,64043.7183622585,65522.6357897165,61321.5563527271,57608.6514207691,58259.8735156203,58749.2892069556,58424.9984253403,58800.8308658024,63526.2760740372,78330.8799698127,78819.0788246546,85225.2324725638,91305.8596866291,94837.0687401879,100077.397521154,114120.544516392,122595.800080785,115624.999310255
"93","IRN",10957.5483953467,9552.48845591948,9228.83299314171,8406.34168053576,8666.89207808047,9465.96349773004,10265.3994737709,10357.2776160878,10139.4421453316,9928.97555051956,10032.0668063559,10529.9735363046,10521.4911569899,10574.3319408981,10616.5827738621,11053.7952344321,11126.3213645339,11908.6975965922,12818.043593621,13159.5515989222,13362.4337267373,13815.3399439772,14726.4551071149,14562.243501467,14510.1857227387,15137.3843681526,15340.6353202989,14578.3730379556,14148.9054941181,14575.037176839,14046.0482759251,15006.1905359616,15201.3768071794,14728.0832005661,14119.7281189866,14468.6113892607,15042.3741124724,15499.9117637776,16153.9873464008
"94","IRQ",6851.46103138872,6994.78890488377,7438.47976833718,7266.61626578004,6856.26323403321,10688.1769615486,3802.22903396057,4893.58169362887,6075.1037064404,6012.54925585898,5934.61964321348,6378.42846037554,7493.63223018389,9788.885094399,11139.2656270288,12596.8633662139,12417.032622068,11038.8118837782,6782.05615797444,10107.4093454155,9975.70230473762,10463.516211117,10751.8403469096,11414.4857092614,11383.1005256255,11733.8756120181,12185.5042287459,13274.3407511656,13635.7453182638,13192.3898696002,13445.4083096921,14927.4978444566,14314.3562488739,14340.4610259465,14777.0097228255,12694.8943791036,12596.5264858209,13265.574798736,12590.8044549037
"95","ISL",36395.3778707515,38395.253124566,41222.3609319627,40545.3463769093,40149.8263396682,40304.6704173518,39751.123382256,37930.3107196581,38039.7404037854,39072.3749699529,38906.2992842327,40464.1360779296,42450.38854908,45090.4761169449,46346.0062708879,47994.7149474076,49261.775522869,49097.2030126804,49803.120726951,53219.6674432147,55592.1091330641,57732.5991801768,61049.4993978504,61248.7650247132,56362.1165822045,54844.3706178482,55686.3124373497,55979.9488316684,57977.4118089225,58303.3662614357,60258.9459000409,63174.4540060534,64298.5866432209,65660.0277102306,65427.4379663946,59906.2140599908,61966.416772296,65794.9456908728,66451.3629509102
"96","ISR",22340.8380302182,22919.5941837395,24162.5516704628,24457.0421942923,24183.837123003,25162.0925007179,25523.2641991888,26569.5341056477,26937.7068976478,28198.9191309655,29269.3690030104,30203.827769535,30575.1782827376,31113.7837504969,31341.6824830256,33171.3454474515,32506.8351649669,31822.2882916931,31688.5244240061,32622.8752377244,33377.8945551828,34623.7486959527,36066.3757285171,36583.2151654916,36034.6111250461,37387.976356072,38744.4880840816,39020.0023757237,39989.6962910543,40766.846888804,40960.5991373656,41981.6009358289,42936.4429694657,43831.4405122313,44789.8910385071,43189.5314715676,46126.6423137421,48318.8927974925,48277.625088751
"97","ITA",36866.4552154476,37918.759105431,39125.1179980766,40746.479369152,42095.5390442546,42895.5394338241,43525.3212820568,43858.6415001133,43458.0359134312,44383.7857198305,45664.3477487564,46229.8223221256,47051.0263365725,47889.15773677,48659.5193607039,50479.3593680185,51435.5010262359,51489.3846069081,51332.0800112934,51726.9867697862,51894.4043925102,52665.1179585542,53179.088501063,52319.7460046777,49331.4993257784,50022.591868765,50289.8562940746,48659.4289187836,47213.0742045449,46779.7460564373,47189.2921617744,47880.9411077416,48752.5340873447,49297.498015943,50110.1689436357,45835.907693984,49901.6121367429,52060.332886954,52699.9456619046
"98","JAM",7114.57708857896,7173.89460324961,7669.59709054523,7911.55768279975,8412.77038483008,8697.74951376621,9043.56947591807,9134.42248942374,9895.09130901879,9930.53581697158,10061.8701810688,9957.09229674376,9758.54453678584,9450.77956262108,9477.31622411192,9502.27576503965,9581.65663287033,9725.46979509523,10033.4217847395,10116.6385886035,10158.1049142453,10402.8691961233,10506.6725364778,10382.3659688965,9890.991080616,9705.88289539779,9829.70370499248,9721.07299574845,9724.49146636625,9751.43696772051,9806.42298238198,9912.02005800428,9990.60436463358,10166.8968732773,10250.5502625534,9211.84901244436,9610.98933709822,10113.9664607108,10343.1854693134
"99","JOR",10245.6872619371,10328.0589837661,10095.1337840654,9780.48813839853,8325.60201995373,7897.98689354884,7618.36399204473,8259.86430532349,8188.19383833617,8188.61186217673,8345.20386081526,8241.19828246817,8289.05408224778,8343.54813590796,8441.01001269887,8615.96236288039,8881.82172282611,9195.66596074055,9364.31501610192,9916.09522504974,10447.9884982157,10555.551547742,10716.7159728827,11214.3388418557,11521.2988073125,11531.5915806065,11549.4307269906,11662.8835679409,11216.1742189118,10305.7035773199,9632.6373366873,9360.92517300209,9357.04032493999,9313.70448638998,9265.26660079226,8970.22028319694,9115.01951145213,9222.51544747557,9421.00360606782
"100","JPN",28574.0472748103,29358.5806735214,30575.6789742458,32477.0974529814,33940.8954980619,35466.0843514147,36571.7376276601,36764.3774402692,36477.1093345285,36769.4951372532,37648.4771099061,38740.3361186783,39027.3655750384,38427.0294361961,38228.8456478412,39220.0779791191,39276.7555766593,39201.9757708351,39718.6938625784,40573.3302644675,41301.3536778333,41841.6279122437,42413.7796738934,41874.2297629698,39495.165356114,41106.2612443372,41192.2768370627,41825.3142519696,42725.5502140447,42909.0056611568,43624.9274527151,43976.2664006851,44749.6382115169,45094.7333124842,44976.5080765088,43238.2966198129,44549.3383411434,45174.7319207139,46268.4172324007
"101","KAZ",16185.2774883504,16473.5631429822,16761.848797614,17091.3181171932,17475.6989900356,17667.8894264568,15625.2953957809,14808.5106512422,13494.084379819,11965.4190906103,11213.1058225945,11441.3503225317,11820.8671091384,11798.4446545564,12233.288231537,13472.534580429,15317.3547621321,16817.761690056,18320.0793658971,19939.7611321495,21680.3427509133,23747.6345263612,25567.0460415134,25920.6987073916,25716.8473930762,27206.939423305,28804.9410951792,29765.3139810121,31100.3231480929,31932.7920069739,31847.1268264596,31742.8228255039,32597.794216455,33491.1486237548,34549.8076969198,33251.4316414896,33893.8954572043,34188.2062230641,35452.9698522831
"102","KEN",3737.76945700587,3865.22473625604,3953.28639210915,4054.0697063604,4099.82227147845,4128.85843840307,4055.87094941488,3903.09751650141,3803.33303923988,3792.65062003321,3850.06685950814,3902.65624860845,3817.71051413152,3838.69224551811,3818.70444411843,3731.22198404997,3756.73304275778,3664.40987922876,3661.58415740084,3735.13413768205,3839.74491424963,3968.44893137007,4116.40289625378,4004.87104249848,4016.61228099329,4219.7078988625,4319.56389933621,4404.24467266491,4462.65783973069,4580.39122944666,4703.29766544415,4794.71416389442,4871.58046176916,5043.16163895922,5197.22810131254,5079.92772835504,5360.36190289931,5513.85968314429,5699.82119079508
"103","KGZ",4995.36251709831,5180.90008379952,5251.01863234446,5840.16296355933,5878.91595787381,6095.73105980865,5520.47184896537,4701.99138098658,3973.95098545451,3176.90200654439,2974.7468626715,3138.69192572721,3399.94947410706,3419.23406189132,3491.95360381998,3638.43491705271,3795.86986806748,3760.53541368459,3982.93353814795,4211.5332084478,4156.99070055663,4240.14823933634,4558.69969953807,4894.96946961823,4975.81730117852,4893.62909610002,5122.39233970025,5033.35785716954,5473.06139283911,5580.22376940048,5678.37233910172,5805.10255223664,5963.81939031758,6065.99208780875,6213.96196790736,5661.25820738967,5802.38897216037,6140.05957385476,6402.19625079454
"104","KHM",1442.10117156245,1441.18349727097,1682.47429810863,1816.96331270852,1814.12036655322,1765.20685552204,1827.71625714034,1863.62399013658,1840.51023261438,1155.5427977823,1237.04731628004,1279.18291908181,1301.46068582909,1334.66070813939,1475.16754619342,1593.15592834325,1692.34105450791,1771.57547842351,1888.30162066165,2046.95967366351,2277.895960631,2479.96655017096,2686.00059909494,2818.6525829029,2778.87630119935,2901.98466757695,3062.29538502072,3238.96796648558,3427.86006069271,3621.71846496435,3822.06051059217,4032.89325064515,4258.89156582609,4521.42991367063,4785.87115406346,4584.21111445242,4668.23777959985,4860.45203578054,5069.40900667111
"105","KIR",2367.32314135084,2262.26637141087,2241.13201773367,2656.69933226206,2403.42807514779,2210.31356316303,2046.13141691118,2489.2584708674,2451.74319015642,2459.37456570243,2493.89551117073,2453.21977189616,2437.81662650481,2490.01396367573,2354.56293630775,2470.68997993109,2347.20124766503,2337.42415752014,2253.34007923865,2196.26396898415,2176.51733989238,2262.40760331279,2288.23675138091,2177.90951043951,2147.15378092746,2128.91389568824,2166.54312940339,2257.47033794434,2387.70354329229,2383.2377457624,2616.70881968494,2762.99228130913,2817.02052344689,2868.24043849994,2915.99121272178,2846.39238558394,3036.41513633922,3096.88338432246,3174.38325509414
"106","KNA",9635.18597221016,10746.2999791427,11525.0559662288,12678.4608702168,13480.5472523014,14261.8865323689,14028.3974514399,14499.2327843265,15281.0926604747,15879.0070217473,16517.8893520783,17261.103376397,18202.8903700519,17879.2082701669,18209.9310498558,19758.3775825137,20558.9518560665,20714.911509037,19828.536815399,20554.9916231521,22485.5762134588,23120.2301464511,23189.3357764904,25704.473344725,24767.5611149276,24717.2951730521,25022.914811248,24815.2094734243,26210.1472808597,28127.7170977223,28322.368920715,29437.4355771127,29504.327186016,30110.5769312283,30994.8868193018,26274.3399087492,26420.3363822552,29169.2597186298,30108.188136163
"107","KOR",8821.53894630082,9723.57234838729,10853.3217068768,12035.9533847654,12760.405013322,13883.3754566665,15228.2578885125,16005.0180794844,16932.8746746144,18317.0972433132,19877.1924488437,21242.2833850717,22342.555018226,21044.04602043,23291.0136350384,25189.8576952747,26210.3004434109,28072.3674959242,28806.1903627243,30183.4967538133,31417.2909939505,32897.9651896361,34630.4908461154,35404.0502179605,35501.5065859909,37728.8781699677,38819.7754787041,39543.9970143698,40610.1628700051,41648.2477758578,42593.0088732759,43674.5070129375,44928.0513861779,46034.2906314164,46903.839068358,46506.9330421639,48571.4322096427,49933.976302795,50572.2499861828
"108","KWT",34389.5657506204,35835.0465613749,37233.474673652,32221.542018313,39080.4407363616,38040.1174224171,28060.3140900301,42398.3467720986,55675.6403885577,60833.8107161207,63245.2890362216,61831.3615765507,61268.9753579866,61485.4882553492,58523.760136764,59451.2155459681,57879.7622513441,58002.5884051413,66298.8725486667,71324.0690424273,75999.7159746873,77285.3282778069,77231.2338866225,74842.2982797548,65948.6247670168,61152.0563959789,62765.216865223,61979.0443320459,58361.398211455,56859.5359846857,55043.2076072605,54703.6927991243,51155.1796128781,50066.455098682,49341.8588859516,47604.1100029081,49668.9974729809,52486.1446402626,50824.7153499066
"109","LAO",1872.26589687276,1909.23859418212,1829.11336233643,1741.64640211895,1932.56440588098,2004.34398671028,2032.61694380955,2087.3516702092,2152.16818571495,2268.38118044034,2369.00487031393,2474.63800616818,2589.94811494303,2643.24308079289,2786.90027822866,2899.21125499959,3016.6023369756,3145.9078069955,3288.10977351005,3449.19936011766,3640.82650470116,3892.3773029159,4122.38705008004,4376.49242195204,4633.76666884474,4954.53450141506,5275.30311141628,5617.73788303049,5984.10689786383,6352.31695731848,6717.79186021516,7081.12943745794,7453.94583506784,7800.29757410321,8103.92009347946,8025.23577521077,8111.05606707263,8215.12824010942,8406.38909144237
"110","LBN",10469.1817739232,9520.32489433861,10841.4234742925,7633.96449889558,4308.08270370152,5347.70611180509,7832.82185956283,8928.83225332856,9700.01488634228,10299.1947887861,10765.4189454186,11758.8504206159,11670.8266599864,11892.4092010819,11631.6195578302,11595.0279685915,11852.173743815,12099.4778947531,12328.7393349712,12951.0141545348,13103.3731811859,13089.8381817688,14041.5952078451,15070.6214464897,16399.5338755728,17549.1055765547,17528.4940961376,17515.3406576712,16582.9726370518,15381.9357562552,15152.1530763964,15732.6998247903,16262.8977798749,16381.1535779972,15693.9272438745,12594.6232471923,11860.0586252712,12007.233588104,12293.3298910844
"111","LBR",5411.91981791678,5168.45791020705,4973.07726305302,4737.36541931471,3379.8315868551,1878.17625772552,1835.71283480226,1125.81255683011,726.216267441604,570.199194751685,541.484742644692,590.165933873837,1125.7890902292,1323.72448474077,1524.57263385207,1889.40438922147,1888.21592374474,1908.72863287244,1322.7195431138,1341.16922430079,1349.8051107437,1378.57968032328,1436.31439530693,1477.47581733717,1507.51194395094,1553.75489203511,1616.36115445808,1684.88650775496,1791.72584772605,1767.52951701846,1731.59511451663,1670.70434270502,1679.41483265443,1666.62516804265,1594.23603907697,1515.5891505589,1558.74224920002,1600.02506648054,1639.62858585062
"112","LBY",26550.2362980048,22818.9261279204,18907.6639123471,19786.2026527437,20653.5876124279,20881.2410694494,23566.279147597,22396.5853600765,21078.8141183946,21040.7078884876,20174.6288488468,20233.2533198337,20930.6535985265,19868.5258592857,19712.5953526207,20054.111045681,19248.2975724656,18607.3176473354,20508.2682126817,20877.3972023967,22753.913358028,23683.8093171642,24648.4269475198,24090.1369608887,22552.805886251,23205.7183064044,12090.1824845323,23812.3905808394,19150.3156931232,14465.5430429728,14124.8163009409,13714.9720283991,17897.5312321703,19022.0039278381,17633.1623070004,7256.08601509716,18171.5229650604,18206.0110545164,17703.8686817028
"113","LCA",10791.1013605572,12156.6847507254,12451.7214175332,13990.1780433756,15051.5717982685,16325.9415228259,16163.8447081786,17192.9063281655,17040.053365275,17086.3858491421,17181.172105239,17497.1354661663,17209.6984984277,18128.2042025948,18447.5663917462,18312.6097223869,17568.0064700921,17509.7857047659,18116.7704252931,19292.34818124,19079.9417001836,20130.0534870841,20342.5123765676,21215.3382612397,20480.0821981014,20397.7715059496,21130.7925725872,20988.4488398415,20466.6657091942,20679.7152228895,20604.2962391376,21215.1522518168,21839.2982811342,22378.1728890491,22145.3079192925,16657.7297690262,18651.8731999561,21998.0457093625,22650.1674485973
"114","LIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3778.21686116604
"115","LKA",3914.81167951394,4028.82834506111,4041.59647709347,4085.58431865479,4126.18382924302,4335.77214930913,4479.8823810762,4621.83680334658,4884.99236523841,5105.23963654242,5336.89717114397,5495.87760587603,5807.77611132036,6044.06447501146,6266.98151085651,6605.51426933762,6453.96825131189,6642.9857095147,6967.42469468502,7276.22205742004,7658.30901234181,8163.8895543906,8628.47702462278,9048.59829962038,9278.78706409936,9932.33791947946,10694.4952310983,11530.6551349047,11932.7771791771,12629.479251718,13100.691006038,13705.7116837621,14536.0235463718,14759.8249813017,14637.4443774375,13886.6513411661,14316.1364925465,13249.4135339298,13029.5242622749
"116","LSO",1231.96491308197,1256.19454454343,1236.20560376014,1315.59973647283,1365.56766515772,1422.43960369505,1496.15967609633,1575.26973504673,1607.23354629457,1680.91028505454,1715.18854350158,1791.71641928456,1841.6082294047,1857.62689879188,1858.416935904,1926.20342918365,1993.96570794855,2010.34829728932,2106.76599399401,2150.67112722587,2234.17348889713,2329.43979821661,2418.81487909549,2537.6404127178,2488.17050982671,2601.70652497294,2701.86943010148,2849.18053540459,2873.37365434607,2892.80990075644,2950.40302335067,3020.73313235777,2889.8856534659,2811.60575807931,2737.26035244229,2501.18295290111,2516.9777528092,2522.38888550255,2518.2938232857
"117","LTU",19058.1828448325,19477.1939317819,19882.682889697,20328.7247798601,20815.3196022711,21193.7777569725,19956.9113884449,15731.3502951561,13241.2750337279,12031.3340885515,12523.1991619663,13269.7167331009,14478.9897179693,15674.5458253963,15605.9403432705,16296.8895828097,17504.0849048292,18836.4656105662,20996.5782707425,22628.6425532586,24778.5998800996,27044.0123742384,30407.0029704639,31524.5335879018,27146.4841162302,28179.4935085204,30563.7911879346,32167.1684251841,33647.9286089357,35138.8978195091,36189.1688941673,37575.1566176057,39736.1213686828,41719.0944334474,43781.3109910542,43758.8209324122,46410.0676392912,47025.429946445,46210.4010717004
"118","LUX",59895.3970415286,65580.4156635429,67731.1016916786,72932.2448140917,79303.1065635226,82483.0106261715,88420.4727718772,88841.4223095211,91338.9513042338,93546.274923386,93562.4583558367,93587.9553775981,97431.2764539689,102649.537184258,109551.6579884,115588.402842744,117732.076096471,120262.856458441,121922.355627882,125288.495534052,126449.626412817,131936.412666174,140435.797753642,137533.728644323,130637.425759032,133098.043477498,131531.74854101,130529.235375341,131592.594804643,131898.632387803,131746.320720073,135355.895613971,133845.170917656,132889.080166245,134105.634308099,130689.499653899,137947.34385169,137059.186075749,132414.220235155
"119","LVA",17069.0126210266,17721.4184875387,17961.0834907999,18706.6901953852,19678.6360870751,18134.1726632934,15925.3003792162,10960.1868306163,10621.438918623,11037.2460909122,11089.9706129965,11505.8526585125,12648.0596800233,13576.8498973174,14065.0710885662,15007.3341620546,16163.7344610155,17511.7212651331,19171.0866056041,20987.0364468998,23489.3766323695,26543.8525096265,29421.9792101112,28766.7618055035,25075.1798987371,24461.8014591956,25552.4178916382,27693.2566481833,28553.5142668697,29371.9615191094,30763.9524104971,31781.7575940943,33126.7984948724,34718.1813806225,35165.7899431666,34168.8915597792,36777.8928459839,37967.4734304954,37812.5770256549
"120","MAC",43138.0958783129,44213.3929896772,48537.0400173887,50284.9117966408,50798.634412748,52833.5377212191,52928.768934331,58360.5426963978,60041.9521482959,61296.7391637461,62061.7530403797,60631.4543481018,59375.0505338968,55703.5963700094,53528.2082824044,55768.365962695,56434.9804574264,60022.5804347066,65145.3309479104,80239.2374979193,84395.9262298998,93171.2611443752,103872.117330805,104612.051972206,103217.104725121,125839.601458506,149368.382776992,159879.7862371,173905.728768639,167300.547819704,128943.803358431,125728.558163597,135547.022413973,141485.781096211,135228.519482248,60597.6829982765,73734.0816117443,57239.8514291629,102019.508695035
"121","MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3650.35674011954
"122","MAR",3720.7377171642,3978.52053210605,3888.00049832571,4268.90561483452,4312.68027878894,4383.09521484375,4620.40771484375,4449.58251953125,4346.7412109375,4734.1279296875,4410.50048828125,4881.28955078125,4733.7412109375,5002.66552734375,5016.37548828125,5076.193359375,5395.333984375,5523.7353515625,5791.58349609375,5979.37451171875,6087.466796875,6474.28955078125,6609.25537109375,6893.98974609375,7059.02587890625,7208.8681640625,7503.33349609375,7626.68896484375,7832.58154296875,7938.91796875,8178.86572265625,8119.814453125,8427.740234375,8587.8203125,8742.6298828125,8028.88427734375,8581.330078125,8599.8203125,8782.2919921875
"123","MCO",69468.1450629922,70283.66573241,71226.5988520643,73747.056412076,76112.7430853843,77478.1953704975,77662.9380367416,78136.3196704802,76848.2386229587,77975.3413779631,79046.9965385926,79327.8088419295,80470.8581766633,82666.7585858534,84907.5228132243,88034.6503739897,90018.8431613754,91105.7520238339,92296.0518075531,94810.9207000129,96874.7612795935,102903.944718112,118457.569592389,119187.629068162,103920.335655243,103582.533313032,108351.626105263,107067.011058961,114919.860224724,120842.496400013,124478.948817433,127093.38901997,123314.325641196,130495.161949555,139719.869070008,121909.470735541,149523.6,167104.407222574,169464.875337003
"124","MDA",15041.7639183901,14110.9321336574,15090.302750094,15147.408964886,15290.174501866,15966.881696282,13379.5569559197,9478.41976563267,9367.20971458202,6488.51595345111,6428.83979448752,6063.14051693664,6185.83952473232,5783.48593751483,5597.46512850295,5727.07922525352,6090.03474356112,6580.27841436838,7034.35784911687,7573.6178454751,8161.47344724765,8577.02858037286,8854.83397616724,9563.69814290939,9001.23432081622,9649.9509930271,10217.3087761255,10158.3854676883,11080.0634585341,11641.1208436577,11691.0797484184,12377.366678394,13118.8219369605,13895.5043655692,14621.2401362286,13559.2600217483,15682.0703284653,15229.4557561805,15669.6945157173
"125","MDG",2019.61130344075,2002.66941399958,1969.99541760763,1979.62094381795,2001.36489280169,2003.88209414774,1821.93006759899,1788.23190393372,1770.14679448349,1714.61577236968,1688.96549128135,1671.32417571198,1678.94239547837,1690.70744520003,1716.14992624636,1738.96189626913,1788.55575345292,1520.9156884577,1621.4667746606,1657.47545853097,1686.280054226,1726.05028410048,1771.9933996001,1836.6799566843,1713.20281298093,1675.10930616301,1654.56438865462,1658.51626342121,1651.94050201059,1662.83820847266,1671.10729978309,1693.47249791806,1715.18121396851,1725.33623340684,1756.52224009455,1591.15393085356,1642.30416221094,1664.57934801151,1690.16460034212
"126","MDV",6349.37733831805,6702.82961620955,7043.53345592433,7408.06022607318,7847.14827671831,8891.02995211079,8739.84398254314,9050.51021043116,9292.71742849127,9760.51010160691,10771.4316850548,11369.878130328,12086.5477311648,12766.7105089086,13344.8253789431,13642.4015314917,12884.6993235284,13586.6659530404,15197.8704446194,15820.5414737997,13821.59601652,16683.1078892101,17281.9855065407,18176.5859938542,16112.4801903202,16616.9356939873,17421.5877227003,17230.6131148634,17823.8300727071,18476.1206817778,18378.8858067319,18781.7620477972,19332.5778853098,20265.5515533982,21108.8656366835,13888.8179426432,18865.719302223,21393.7213468079,22361.7374687627
"127","MEX",17787.9764179119,16785.727595059,16838.4625954301,16754.4310743006,17071.515335324,17640.9028664897,17983.3350350737,18265.3633446043,18430.0961702079,18876.9929863052,17434.555777597,18191.7362993579,19167.2135442821,20012.4918461903,20229.2345044025,20912.6099397325,20499.7822855995,20142.6816828829,20080.5713594812,20493.1303688602,20629.1863601669,21328.2593765965,21486.7456679494,21416.2506450462,19821.3821697595,20532.5739028906,20938.6524686801,21381.9285493769,21281.9525130063,21545.6529201176,21871.1527211862,22007.9967503775,22179.0010168218,22402.1769525804,22154.4630277626,20097.0517106926,21131.9157582539,21828.7656030591,22366.6578892324
"128","MHL",3026.45957002599,3623.67499469617,3812.92374817255,3962.68465073344,3782.99387180419,3794.90551363535,3717.03150793825,3902.66928233366,4058.54772199622,4219.84687416447,4488.79829313959,3961.00869675473,3647.65902472976,3568.1412990486,3476.70194230106,3536.41554774399,3768.35582244186,3899.41735661956,3838.73145613788,3816.2185353069,3891.33187215027,3909.15843359748,4055.42429843179,3760.78554793444,3916.0949546451,4143.07864671426,4168.93631523556,4174.9002030826,4397.3167889716,4426.84495888775,4612.13102881777,4816.40258162678,5117.15417864454,5547.588826895,6294.79950283624,6300.89657178628,6577.48917742177,6608.65134403646,6752.4843259094
"129","MKD",12301.9256665385,12488.4793854493,12652.3811235773,12806.9529105617,12969.5221792319,13161.4071084435,12394.6500154871,11688.0187888529,10929.4473033186,10815.4715790807,10686.7901630158,10757.7953241736,10898.2618169669,11206.6936131778,11637.1958226892,12111.3010929355,11690.5928589674,11951.6971766606,12201.824978689,12813.5725115858,13491.5412116198,14263.1497381003,15273.4285042764,16202.6676689277,16249.328382547,16902.8304653903,17377.8023701704,17366.4464569387,17940.5111385349,18641.6133173292,19412.3117667435,20029.278857404,20327.588364349,21019.4894889464,21990.3156013894,21186.7084925617,22371.4967909767,22935.9683082088,23423.948904794
"130","MLI",1477.06740911512,1490.09768401275,1463.48660471888,1545.52774150511,1581.34482849179,1512.31615419721,1656.79696114292,1571.33341902532,1587.76475788319,1612.9505829445,1593.46575639889,1670.403108335,1712.62994393011,1796.99945565308,1847.8542758349,1793.80361009546,2008.03323659995,2006.52011805774,2120.39748656851,2084.26618002367,2148.27145503693,2175.31685828662,2178.18773815245,2208.41018435748,2240.41485112312,2284.02495706023,2282.37604034335,2198.1880047588,2183.92609771336,2265.66256123494,2330.97845470318,2389.91603970186,2437.05223703737,2472.95432337262,2510.82655717208,2403.08784428642,2399.46153474407,2407.16966406927,2457.08522353105
"131","MLT",14432.530833279,14744.8213146581,15245.5649721095,16393.214052235,17562.2652177527,18485.4428533423,19119.6832779095,19811.1371647752,20493.1229313694,21449.6588003521,22651.6359262855,23353.4388170414,24395.7984579806,25480.086151053,26525.0163219466,31541.2925547062,30937.5293776852,31495.4801909699,32563.7391799455,32391.1355815447,33274.3396365324,33985.5254012515,35484.2650279053,36603.0840068989,35916.252894561,37721.5829466016,37737.5283553304,38939.720395836,40498.4013798749,42728.1120778081,45729.0836171682,46205.7250057988,49844.0258293814,51703.2460071818,53251.517202095,47838.3222907299,53492.204848471,56442.9743050327,57230.1461674042
"132","MMR",932.468490936458,905.633311960657,854.330808431736,744.968595223258,760.346399064496,769.869921296113,753.937636594329,815.602235338522,853.466759901579,905.398029837525,956.041973409777,1004.90741285927,1048.45283850594,1096.38986794217,1202.20087239298,1352.5394598122,1490.37681877373,1652.88464701602,1863.90258645691,2098.21584831073,2363.64716545092,2652.50009255329,2948.65965310291,3232.11700193312,3552.23159395254,3864.88853840168,4047.92079796346,4308.08731358729,4631.41592795059,4968.19730203202,5273.1275053421,5538.32998995155,5833.651154149,6154.89854432975,6513.55653650657,5881.717372464,5138.88724952007,5308.75081057453,5322.78817435182
"133","MNE",21933.4171624447,21875.279462691,22660.1747363458,22165.9824922515,21700.8663634301,21904.355577964,19514.002276647,14892.8451759777,9426.87047159215,9548.35442739134,10907.9783144706,13933.8703423741,14887.0749895431,15664.292000412,14230.7475624096,14697.3907323591,14799.3711355472,15020.8249475118,15332.4190126275,15982.6905811871,16626.2503741328,18028.1016543483,19229.2664870869,20581.5890443857,19347.3157831199,19839.9474225699,20458.9686534341,19884.9694249583,20570.5963674868,20917.2096573341,21614.2515260626,22246.5673783626,23293.198859082,24481.7446725978,25484.5749422278,21608.7598392914,24509.936480946,26164.6348436325,27776.4010250084
