"","iso_alpha_3_code","YR1985","YR1986","YR1987","YR1988","YR1989","YR1990","YR1991","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016","YR2017","YR2018","YR2019","YR2020","YR2021","YR2022","YR2023"
"179","SRB",11595.3835149566,11842.0936745276,12111.1199304538,12409.9029865603,12707.4348976421,18497.0724090235,16318.8333096733,11648.8455847249,8048.50394105369,8219.63509781016,8811.58877339481,9372.85017922175,10076.552732622,10452.7661846783,9502.01356349488,10116.9337975521,10831.4632216481,11533.1770514501,12064.8641072961,13184.8318995079,13955.8637113422,14726.4914891275,15738.4915370119,16699.5337227888,16308.6096282308,16494.0066100082,16963.2626826541,16929.61114883,17504.290781205,17307.1229177162,17707.0932782425,18394.3382840439,18881.0498745186,19837.8649915148,20808.5504238443,20758.4176403572,22574.2304722328,23739.9540129152,24510.7874265426
"180","SSD",3096.13882852019,2810.05535397597,2873.21604443814,3189.02219684691,3086.23081921569,3254.66022714744,2967.33875770853,3098.11125004817,3202.75759494801,3247.00409950528,3181.19731308497,3274.13333332106,3371.16000190061,3626.34220583973,3681.6186103858,3694.23616794948,3821.81849460081,3957.84672753488,4094.80379415221,4287.67178832598,4328.69167587306,4521.80132881035,4836.61789533273,5241.82158965805,5264.2729099261,5276.09065990516,4771.60613328965,2462.50881104872,2684.38339144794,2748.40321159151,2455.91609684104,2319.35448363385,2323.95167162579,2474.27438929725,2742.04920836541,2610.34655450566,2512.839,2486.64720445351,2535.95763651563
"181","STP",4761.02463758603,4386.29604842346,4156.9075239707,4132.50552629621,4155.67049882065,3968.29446094378,3926.52112701823,3873.32046488764,3838.51394480073,3848.38457687593,3854.2353644607,3844.59080995882,3819.59839630633,3855.32097078148,3895.46945823709,3861.04039168037,3910.14469059575,3944.89172074912,4163.04569723495,4202.77502737313,4370.38862017966,4641.74236717592,4694.07328033199,4867.27197005863,4911.60152244006,4873.04140078231,4866.1201058784,4906.98958351235,5056.17037118717,5203.79038921044,5188.6245046348,5363.6772167019,5492.91044284176,5643.6573921825,5670.01237126935,5711.26972335782,5703.24824295017,5599.72417131473,5465.56640625006
"182","SUR",17848.0131763818,17752.324259705,16463.0796867054,17514.5359777528,17972.1218015868,16980.5801834636,17303.8549238834,17226.4729899261,15963.6986284357,16344.9783351851,16046.2100828938,15865.4746647605,16434.5857419618,16489.9103001092,15958.068012655,16002.6979070006,16387.5658226856,16565.2736858262,17325.2729482327,18547.8575646293,19170.4457506861,20055.641768761,20844.2791821538,21464.3299277413,21863.5078683092,22737.03860029,23802.6059895578,24181.7367340714,24633.5086306992,24447.8283599857,23375.7098993403,21999.0495717589,22111.3653989284,22964.8869367288,22978.1293344647,19092.2042590865,18447.3399360527,18741.7428523702,18971.2247482981
"183","SVK",15356.2447302148,15808.8460263995,16379.9885967472,16703.2829808282,16951.1420086236,17080.4489207273,14579.8782749459,13595.4789321071,13801.1910291364,14599.9828630435,15407.9772794323,16393.2326497677,17332.6381009914,18014.9551693691,17977.5186455285,18211.8690758368,18838.8899049566,19695.5776650893,20792.33516862,21894.3953623135,23342.2723698022,25323.6086354061,28058.481008582,29597.3172808888,27945.3618452538,29794.5702898801,30551.1012507054,30901.375932613,31063.5031375058,31870.4010005075,33485.3649318938,34092.3230100945,35039.562622258,36401.339791066,37265.0065390631,35993.3004593417,37790.7874369526,38607.3095018026,39259.8837932506
"184","SVN",22763.9613465258,23212.6091225893,23711.084594136,24276.0300791128,24874.2105708046,25538.8445328668,23251.1050377304,22013.0041990103,22692.9392122565,23929.5714051854,24907.0258892435,25720.8791902471,27056.0840997143,28004.3678756219,29476.6844734955,30468.8335836538,31399.3893909111,32459.8780424019,33400.6293442057,34834.3030011557,36094.7268422577,38047.2648223439,40476.0458066713,41830.4874475603,38324.9589124097,38670.9456729788,38923.0892271388,37816.2313847493,37376.2316382605,38373.1058423817,39191.7032032097,40413.052513921,42331.5030286339,44057.0689888687,45292.5835855395,43082.2638785995,46502.0978938704,47558.271821587,48109.0782823381
"185","SWE",36386.7609015452,37279.2454077756,38401.1821052822,39203.2908358655,39976.4547144167,39968.1559320162,39241.728633565,38560.244861631,37545.0274758907,38744.1989082754,40058.1189596571,40626.1127377191,41849.5774803655,43629.8362041361,45447.4459866231,47537.2353505322,48096.98719634,48993.9353927898,49939.4352440767,51900.7098089822,53171.3681271201,55338.4814990765,56818.7873571786,56123.8540545948,53232.7668786845,55922.4474843672,57275.2050643082,56518.5982740778,56707.3618372557,57639.7692352002,59593.8590288814,60068.313332864,60786.2183207956,61255.838935642,61842.401361608,60064.627626835,63375.0446462412,64621.54536305,64190.6177777815
"186","SWZ",3577.0259558533,3863.10814754199,4260.94775161564,4336.45619284038,4709.49815533034,5512.08554342289,5384.04486048781,5344.76841874341,5347.29480529224,5474.02482773205,5739.16907142233,5837.15823938136,5914.11340388859,5981.0418404081,6077.64907311703,6111.85083851637,6111.67072289758,6322.22247089,6517.98999700283,6710.04354374022,7071.94116288839,7455.02357304734,7740.62723508863,7762.25316815782,7847.61847040359,8108.05914672781,8249.38344695191,8647.06451633166,8925.73472228333,8947.76365599326,9081.96736945524,9109.481531926,9222.52538668184,9368.4909919245,9545.1548861757,9308.40643765935,10202.5096087228,10170.8702555409,10582.7772792386
"187","SXM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46950.1645735761,48569.5293945304,50000.5398173053,50386.7268371614,49868.6449077002,51739.4710134882,55124.6687165102,53946.9495461183,51715.2868834881,51029.8627738299,49583.9080333484,49849.3408769558,46543.095261923,42996.4478267404,46851.8062452846,39906.0806675282,41365.8075140697,45219.7075338122,46444.8042489215
"188","SYC",12501.9548457467,12518.9266056016,12583.485209203,13204.3847781222,14475.798983039,15478.8475440267,15695.670838946,16744.5080816034,17596.8977617171,16716.5207188923,16552.4547815231,17942.1733036627,19895.1422188431,19991.2293154949,19969.3513746174,20633.6746950761,20147.4187656167,19777.7525249721,18825.2206936189,18356.4711447212,19917.1194534221,21341.8597526003,23117.8555224771,21990.3685269705,21361.1307875284,21708.7554506566,24406.4129764105,24919.955210328,24770.6514591794,25379.4180707013,27032.2083880002,29905.1347389952,31595.6680570505,32841.4242467381,34346.0708923483,30056.1994300968,29979.8272686091,28540.7623221189,29468.9512755913
"189","SYR",4399.27345080122,3913.26930353179,3847.36387875455,4393.61937374822,3675.3651325221,3697.61541476769,3864.83083600778,4242.04662565605,4376.34965719252,4562.07874423851,4749.31850206034,5075.74165226549,5191.28615830229,5401.71214756168,5078.49573205249,4985.37625677887,4911.01677748972,4975.53437409674,5198.50809516772,5412.10959342521,5593.94995090872,5619.66006559944,5573.9740249734,5614.40217030939,5850.11737328974,6013.25385851459,6077.65713805786,4501.648177108,3488.99286312684,3351.20371008454,3356.10291864307,3181.03023523706,3154.84150553227,3140.87029847364,3058.23424721054,2953.55923536888,2914.53055943546,2783.75012225074,2816.57336012237
"190","TCA",12671.4360949655,13442.0144822314,14259.492077826,15180.6455328683,16248.0248341161,17208.9375322091,18027.3155984644,18755.7299282648,19934.5841008966,21437.7096884557,21944.0093058089,22959.4876843322,23609.9728699461,25078.6072869432,26142.0559166434,26310.7635506826,26964.4837861814,25927.2664818652,26860.4200505605,28444.427730648,31006.3343112534,34905.8328940232,35273.9811616764,36584.5432301334,28238.6533885949,27418.379954603,27670.5949452499,26321.0712220775,25404.7996276507,26519.8027212032,28265.7451774158,28961.5146683156,27104.9728379251,27492.0648745341,27881.5635905641,19862.6307628994,21253.0806321669,22279.8894261711,22371.5176662277
"191","TCD",1372.04794590941,1277.32906315964,1203.84503892933,1344.03524514615,1363.05609872269,1271.03388440239,1330.35076760386,1377.41560829487,1134.85457900193,1222.45802875248,1184.42380717564,1158.2880613661,1182.61356339415,1222.45464479101,1172.61607344787,1123.28393500885,1213.15848839984,1271.56044315144,1401.96877256745,1792.15202861585,2020.492997428,1962.84592681156,1959.54984788145,1950.96897042663,1962.95770042446,2154.24739905327,2081.99233238696,2189.227682323,2233.15046202073,2303.51677828587,2293.0817604593,2083.00736132898,1954.67525383342,1934.60998677863,1932.69552457553,1842.60603395063,1764.34807562549,1758.1962566611,1775.063825011
"192","TGO",2302.14198903605,2268.72258205225,2212.39653779189,2289.28810533864,2312.45839881851,2239.99299138685,2160.61597643304,2015.99925364329,1723.34624658229,1974.66013708039,2036.5570027989,2133.59353121564,2362.41372441643,2241.81729053664,2231.54780940188,2152.12819952792,2111.91124451615,2136.21675610431,2221.12373427824,2142.3914913566,1990.07713884939,1986.25632838684,1906.66651690634,1927.84356575442,1977.02054064008,2037.59806825249,2099.75815367702,2174.75115922537,2243.25135944687,2310.39668845171,2376.45879659471,2415.81040413314,2451.38440337829,2507.03163355487,2567.77301924396,2557.04556616322,2646.82803893719,2734.77924332746,2844.09966599825
"193","THA",5764.84826893282,5972.06599382099,6423.75344720037,7150.39172852332,7887.23160304527,8624.42898149985,9217.092573481,9815.32597191247,10471.3389935931,11147.8290998032,11887.7982000053,12395.6802000691,11900.5835615652,10857.4837752372,11227.1072123546,11611.2780298327,11901.1284652178,12520.2822797226,13305.5410191002,14026.6950666507,14500.8057812323,15106.8431574854,15807.0267413128,15960.0402089353,15736.3631324134,16805.4853364051,16837.5749464284,17941.1103664074,18311.6496807968,18390.8626403681,18877.266477188,19439.2726205383,20168.214968716,20952.0404740842,21341.0882276154,20002.8455526922,20280.9337147138,20752.6031995223,21112.6386124449
"194","TJK",4465.67574149802,4489.35037007911,4302.75169677413,4753.11117301307,4305.44641766844,4158.34068031863,3766.84203490018,2627.22055992126,2172.69501557766,1684.5195182136,1447.38890839083,1181.81817602055,1185.67633667967,1240.61084069003,1279.69866603845,1367.78767396934,1467.07071663959,1592.47984688165,1733.01823887895,1875.34382100566,1964.04515025692,2063.33206950454,2183.74526893764,2312.43531423003,2356.30601149787,2459.03047553211,2585.68744850865,2719.67733920425,2856.23402964364,2978.15401265775,3084.18205982479,3220.94343976162,3372.25233803006,3548.00473184603,3725.31401038206,3805.19172170294,4074.56022293416,4310.89311120207,4580.89928296234
"195","TKM",5871.87377765504,5907.9207933337,5941.48189365229,6419.40900120921,5982.9794371723,7884.53549082778,7321.66762661062,6060.0678342438,5990.27344332045,4832.49696276428,4385.25806151525,4598.05563698233,4015.45420201935,4234.7115014474,4857.19496499698,5046.53813225711,5190.81507226125,5133.42356661077,5234.36771239954,5426.77137962778,6051.25688711876,6622.76037559716,7251.46259711119,8194.806248659,8558.96657689777,9192.01371146522,10360.647027098,11304.2990523499,12230.1227489344,13244.3400235979,13852.5921528442,14455.4308690961,15137.5498917677,15819.8097926256,16561.5411975405,17280.4704578657,18087.32,18943.1444052381,19872.8690544845
"196","TLS",2043.24182322697,2053.02762810857,2074.62487095223,2098.0309185466,2132.91174959106,2149.41162468298,2334.89615919869,2542.75044489445,2761.79739151274,2914.763725985,3063.53746503664,3260.14893416272,3342.02081260915,3228.97457315048,2057.19308431659,3208.61400339438,3672.05875446986,3363.23442328741,3229.19902947629,3176.08020722133,3192.16778981957,2983.0651381705,3209.26990696912,3493.68437560208,3767.05842784063,4031.75951537916,4177.99226998401,4285.95161596422,4328.15834932323,4432.90943821956,4477.61247699813,4557.56147426686,4347.94517465184,4254.14227055034,5173.88672408965,6724.84704086965,6970.00022084661,5454.20929842599,4604.81545157049
"197","TON",3989.09824825551,4072.64857936594,4180.7205216987,4079.13434351798,4076.72410668251,3979.31594378178,4222.48326754994,4222.46119395324,4370.08494987386,4575.52300280163,4901.04052747422,4978.67433721675,5016.40515594304,5105.00577855375,5261.27246220136,5275.23812652427,5440.81498797249,5671.9429107758,5769.17392698501,5596.54182178124,5569.42163064651,5531.97355338196,5523.66693437645,5770.14225505434,5459.32278698653,5490.93958436154,5852.89989049555,5907.0585731104,5948.35912483509,6094.78954077654,6195.49855918505,6628.52627209459,6867.72566561194,6901.6423977191,6963.58017346793,6977.46301691099,6742.46177359667,6554.83826831824,6670.64098690497
"198","TTO",13985.3932503484,13342.353908431,12577.8535090735,11956.7575798503,11748.2499666874,11828.4905085793,12103.8828953501,13229.3494846432,13054.7933630708,13443.4036644006,13886.9827076378,14814.1771869136,15871.3848395801,17103.7610393117,18413.7798047162,19608.6325183769,20328.9108490535,21821.7691056857,24833.1232069514,26657.2197287633,28148.916600943,31685.3037210773,33001.3394273102,33926.0962872922,32241.9802806856,33098.3790313785,32774.9688719881,34960.6743520545,35935.3379082455,37064.6411281437,36536.8054100757,33576.1604437466,31763.6782812149,31024.6322925368,30824.3970290977,28059.5733258368,27631.6778146419,27942.6905460955,28458.0334039736
"199","TUN",6437.89398861661,6179.90414144554,6427.56224502419,6277.16179951248,6241.6791754011,6591.28737405498,6703.43558926968,7079.16860637566,7093.46353686299,7186.06853054611,7235.59533186493,7640.48580145273,7948.81912943987,8226.47692647841,8625.69276368512,8935.87499562433,9180.63194894095,9210.41979214475,9549.65040357245,10048.1261630602,10302.2460712602,10744.0320935656,11359.9727064219,11730.5297231579,11970.8377540353,12201.4224775653,11802.7861209984,12144.3211909539,12300.8272426641,12538.2043075623,12518.4249446467,12519.7764734987,12663.6466144683,12863.6283113033,12941.7810556974,11720.5042152279,12159.0545314745,12381.5990215043,12332.1455589953
"200","TUR",10513.3531058768,11015.74480884,11819.137163784,11856.1354942114,11660.9363113523,12502.4759984753,12365.5789123755,12761.9894938566,13500.1086785518,12646.0471224726,13413.3953128511,14167.170155195,14996.0630994452,15118.557947256,14406.8479772186,15182.7384539081,14098.956432558,14799.54237747,15446.7906433112,16730.3262185461,17990.6885275613,18992.8172232456,19792.3913398382,19702.7607648675,18495.403681232,19751.6267257628,21643.8056956226,22392.9437875573,23983.1382810567,24830.5805632489,25992.3031106142,26497.140816691,28117.9600270112,28575.772502049,28400.7120350239,28649.5552028865,31637.5305444616,33061.0611547019,34414.2306458288
"201","TUV",1761.11344403156,2116.43431092908,2329.50568767265,2723.01186506211,2618.74698517878,2967.11104208738,3017.6715826676,3065.1278035037,3174.02907863462,3485.04639765939,3301.65857688053,3096.43517479707,3399.46056222606,3924.78635819565,3861.00315879095,3824.32596852411,3831.08343047868,4201.18854222288,3994.00467453739,3854.19726677882,3630.07081620655,3674.86078610522,3891.18424946533,4100.89604857981,3794.35328092079,3660.09831217323,3854.84228566503,3719.29433409063,3858.2528128789,3864.97882475565,4276.21246510915,4528.67105106713,4649.83416149178,4698.2862013766,5303.27031070882,5024.73408452964,5053.7504457011,5039.40307552212,5194.98503902064
"202","TZA",1575.94737990361,1608.76574038128,1631.70344026198,1697.629642379,1714.69000411702,1787.64526367188,1778.32836914063,1744.09692382813,1710.16455078125,1670.81140136719,1676.1103515625,1719.71960449219,1744.32751464844,1762.52294921875,1800.18981933594,1829.06872558594,1888.14929199219,1969.97912597656,2046.35498046875,2141.12768554688,2238.38696289063,2318.7314453125,2407.29150390625,2475.80297851563,2541.93896484375,2634.08544921875,2756.5517578125,2798.15771484375,2899.35717773438,2999.98095703125,3080.54125976563,3180.10888671875,3283.146484375,3354.53369140625,3444.02661132813,3408.91186523438,3451.4482421875,3504.41967773438,3580.775390625
"203","UGA",986.052472960067,961.27019215029,968.862236764277,1016.1905551553,1046.61449256827,1079.01069501718,1102.25553911991,1101.73674720651,1152.93847465054,1186.41083221449,1287.56408128224,1366.78556754881,1395.29750819387,1420.82895145969,1486.35413238701,1485.73302330033,1515.88308622414,1597.81812430697,1648.98481417989,1709.89248375439,1766.09267872693,1900.35032993687,2000.65648771306,2112.15395968021,2190.99032461598,2248.01182415173,2388.67663158422,2409.59573087593,2425.24427754539,2474.51519071757,2523.65717609098,2557.57984140162,2547.03649134017,2617.05530034214,2692.5758986328,2681.17778066567,2688.26683541475,2728.54706356655,2792.53340571126
"204","UKR",22003.0048864723,22600.9010398797,23205.6630326587,23695.8983745299,24493.8603751487,22887.326171875,20852.2890625,18733.908203125,16064.8212890625,12447.4765625,11015.572265625,10002.36328125,9791.1181640625,9691.302734375,9763.5302734375,10444.1796875,11483.31640625,12211.9052734375,13483.0205078125,15188.1669921875,15769.76953125,17078.837890625,18592.65234375,19112.994140625,16292.1123046875,17026.291015625,18018.09765625,18090.166015625,18139.640625,17255.2890625,15625.728515625,16071.8115234375,16523.533203125,17187.181640625,17839.21484375,17285.904296875,18040.345703125,15022.4912109375,16231.34375
"205","URY",11975.0981806732,12957.3003566609,13912.5629937577,14031.5645642036,14094.2804957467,14049.4634911975,14461.4561359059,15517.6217334374,15839.5298572481,16895.9194205363,16556.0703433714,17380.2460367375,18758.6730527268,19500.5095153139,19108.5701624452,18664.3045922946,17899.4420183187,16487.9737409145,16601.8645054341,17413.7154552696,18691.007313141,19430.0330675735,20661.4416511905,22094.5199363856,22976.7948427717,24707.0062393149,25912.9611119992,26754.2322522225,27911.7845144238,28726.7331648145,28738.7064318482,29130.6096807094,29564.5502214147,29571.3494162684,29834.0383893351,27626.8014673402,29187.42867517,30592.3032667726,30701.9058579634
"206","USA",39545.7239253192,40538.6755166357,41565.9427195203,42910.741429656,44068.3703400696,44395.1314543953,43758.395353687,44675.8639074727,45303.8828831126,46554.7724569344,47238.6290898533,48453.8258145334,50002.9748720618,51639.1871337683,53494.0566028874,55059.2191687802,55037.8936729664,55456.8624028822,56519.3507123652,58153.3878283911,59627.0590559421,60699.2720850035,61329.5392265213,60821.1859611643,58736.9461328153,59821.6650811366,60317.5425206572,61247.3170720931,62112.583447369,63214.8953462352,64599.5737360527,65299.9993837591,66482.8934392041,68095.6868059923,69458.6101827166,67266.187874108,71055.87619383,72165.4834696586,73637.3027885905
"207","UZB",3613.99341561103,3597.51899511203,3581.0430799278,3804.04032063957,3823.53472379037,3807.60459054007,3708.94176282919,3217.22486184091,3072.60560428307,2856.20585159118,2779.81560116286,2773.51328949268,2863.24494637997,2938.68396852404,3032.18640107519,3105.20392766676,3193.80995194065,3280.32331988485,3379.60978704788,3589.7002353085,3794.7802866204,4028.09269970096,4347.34818008377,4664.39419691938,4955.59424875454,5183.66706905914,5426.1348845895,5726.59831576739,6049.21772885224,6356.88725318811,6697.92261915884,6972.94419551378,7157.90047576381,7448.26118675556,7747.04015382252,7751.2097841362,8162.19581678151,8447.54974697073,8765.54921241886
"208","VCT",5827.55661300982,6127.25547090221,6133.06010631278,6977.16773587672,7059.86955780443,7341.88065591613,7405.96258375281,7847.55485645828,8152.40380632748,8027.87100565958,8633.93975553446,8736.26132047773,9043.58825841358,9422.64116533986,9692.4567923777,9867.07263733103,10054.7671379743,10609.737695084,11353.8977850817,11873.5642109779,12230.409589094,13158.5063402057,13669.7347122917,13788.2512391088,13657.1513741302,13110.1104225979,13103.1504507659,13332.3837555931,13741.1682615144,13982.9803207693,14430.1874079875,15102.0615221248,15380.9585924431,15909.7947137199,16069.5648847077,15511.8694097233,15673.737036819,16857.9972527978,17915.2798874103
"209","VEN",53508.6300061329,55529.7092450949,56049.6467034501,57823.4426789015,51566.8791486658,53580.7663793223,57411.3499579251,59495.8185475602,58330.8201113952,55725.8225915364,56705.7995805655,55428.4206230507,57768.3366696097,56789.7528011147,52366.7122750336,53272.7744529029,54079.1701674163,48413.3629721563,43877.902358706,51020.3767423285,55352.939342319,59845.2367615361,64082.9504704519,66477.9717666434,63454.1737105091,61667.1924190397,63400.2976827315,66116.8999377697,66179.6660041588,62853.6778295914,58293.7244246715,48026.9172216752,40736.4019721511,33553.5595169196,24969.4481853496,17775.7369059733,18137.81,19518.8029703738,19715.6302324306
"210","VGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","VIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54102.3936556914,53890.0909833771,55680.8754784313,57628.4330059494,59694.540789822,62106.985884406,62829.0406681011,58681.8085733836,59057.3821511297,54245.7110602744,46254.1325812904,43405.9661963745,42698.552088739,42584.1531392505,43344.7361654908,43120.2737664612,44056.5986364659,45490.1627563877,44777.3160873531,46238.0596542703,NA,2020.45214171051
"212","VNM",2139.80455822697,2148.84029505816,2175.74454148277,2237.21990670017,2349.55543381727,2416.03052518015,2505.88570163135,2666.76253898593,2825.85467012525,3019.4359433426,3251.09238707747,3498.42898981704,3728.298417892,3888.51959021435,4022.23725969608,4247.53400143458,4464.43042224588,4698.08705170381,4970.83265080243,5291.20234040581,5633.67490986458,5968.66253363292,6333.05936810869,6626.34819443101,6912.50737348015,7278.40663405638,7662.94355591236,7998.54698020433,8352.35848439686,8794.48117468667,9311.40752526381,9834.58572721742,10415.7350965707,11089.340631158,11798.2362617436,12026.8101698954,12230.2596221026,13126.9750523914,13695.6711935082
"213","VUT",3192.63850132191,3109.14786729876,2944.35846231736,2822.47777880603,2794.58871466475,3044.86941283816,3063.63374966874,3065.56698290461,3012.67094725753,3207.10799049517,3162.37274885123,3159.99642613137,3238.00903027375,3200.65808754977,3137.02373797468,3242.57965455857,3053.55716718423,2821.91050008969,2870.03834930261,2911.92509284753,2993.00386799386,3169.18466058959,3182.91127608158,3280.63016743935,3299.36541520105,3262.44531835166,3286.66744890277,3242.20693801063,3180.34061622751,3202.41711067764,3138.45104261676,3206.95074490969,3327.06536377876,3342.26946474812,3370.04799330643,3127.00422548608,3006.5803095493,2992.88669411331,2988.09606713927
"214","WSM",3913.34012277302,4132.52524609869,4142.33049913545,4066.03122836212,4205.87103717053,4012.74003953692,3908.47842561909,3875.43846078841,3997.53378595819,3856.6398298876,4071.79649292608,4319.38498372181,4302.62002351139,4352.1572672007,4402.7031558143,4581.74870642051,4879.9816687483,5125.40790173243,5369.27300949389,5516.40708846072,5865.40625380293,5966.6451668888,5961.04899430315,6130.89747628488,6053.84336487597,6375.25287034855,6564.02813103751,6262.50124770206,6212.309956817,6196.9589241911,6378.2176208442,6821.33374265594,6847.76519026571,6738.80198414353,6965.59413542127,6654.11469347252,6074.68985484715,5658.76243239228,6021.67913495697
"215","XKX",NA,NA,NA,NA,NA,10205.1340603285,8913.92920640885,6538.97677509141,4838.66263589853,4760.71643178277,5067.20155933814,5428.26232970752,5761.68831650073,5559.55679786494,4750.94368127907,5202.42659031225,6480.85447782576,6533.25024326899,6174.9337283318,6140.41725316835,6254.88697814546,6344.85915112588,6741.05055935121,7088.51531530032,7469.86710018989,7860.31568213381,8325.60605076019,8431.75564368977,8828.28654396711,9150.8357878319,9825.4196195671,10434.9533998207,10856.3871925453,11188.2306885592,11774.2034150768,11137.6148449549,12362.7048078625,13022.5363408102,13546.9514168706
"216","YEM",5636.50009475497,5564.81606920567,5499.36645340819,5441.70790203438,5377.81649912163,6175.27760753422,6317.9435232585,6581.71139221109,6591.96889795348,6779.4583572587,6919.06056788439,7017.09220376811,7170.79888121748,7385.91072301081,7450.48814734487,7692.7272249271,7770.61017145947,7863.94267296362,7945.20316618011,8043.8533847749,8259.6930711946,8271.09598148828,8292.31627006759,8341.51061812627,8411.41243634844,8797.74394741937,7458.57420191295,7419.28035013731,7557.93247594446,7334.56614844364,5139.93477329592,4537.53347537639,4198.34771461491,4126.06330274553,4085.20078974987,4039.93971207172,3914.946,3889.35706291547,3916.91259631843
"217","ZAF",12011.8016701051,11626.4753200669,11462.6940714272,11537.0395907792,11423.865694351,11042.351855639,10653.829875095,10213.9906260514,10154.0543022847,10299.149312418,10445.0701427855,10729.4302709963,10856.8414815658,10776.1725053704,10912.8220026319,11262.1971392818,11464.2908201421,11780.8059016824,12016.6568952176,12447.0010423088,12980.5755394005,13576.5270157238,14159.9979787651,14447.220041547,14056.8336224463,14312.3497051209,14580.46556076,14732.7190353356,14894.6996436587,14869.0479011748,14756.3512068385,14710.7288235681,14823.5515244921,14870.9528576972,14717.7622734206,13671.8314305776,14172.5442514653,14322.330282847,14284.3399167492
"218","ZMB",2608.36020020343,2549.26767024859,2542.1395955412,2628.04390127597,2532.76018027577,2456.58876276508,2395.22681770979,2297.25155437741,2395.0905144264,2136.00051583932,2144.76568570636,2222.37967333457,2248.75350696318,2182.89079841113,2225.32413365244,2248.96356705387,2298.6277673205,2329.8909762872,2415.9065356422,2504.8944296509,2598.61334364414,2708.74257243278,2833.10800508016,2946.23671929488,3105.50838766093,3307.60099990197,3375.85635486878,3514.37024475692,3573.28500627927,3621.46608372065,3610.13592087957,3629.64366491715,3642.42548558318,3675.11069817458,3617.62326136499,3415.19072054539,3526.50741804083,3610.66640824937,3718.70056385559
"219","ZWE",3900.11775188265,3852.31080067734,3772.97125334041,3934.40616426257,4022.29189133415,4189.55248144889,4308.86947435112,3823.25663684358,3808.54928824067,4135.88006503873,4091.381098734,4440.89977093773,4486.00735557289,4541.11589023257,4439.36141467901,4260.56276373345,4294.21229979667,3888.23641042273,3203.05757438948,2995.93766862822,2810.07792584188,2689.54422116829,2566.29503172109,2096.05989100367,2324.02362040212,2787.41026035007,3149.3103194972,3579.34078275968,3614.71479978682,3588.86271501292,3584.09815085733,3541.88132387769,3611.82801023512,3716.9103586886,3412.96669147788,3082.91899751481,3276.26775276077,3420.03028143364,3515.23842464473
