"iso_alpha_3_code","year","deaths_hiv"
"POL",2004,"0"
"PRT",2004,"166"
"ROU",2004,"11"
"SRB",2004,"4"
"SVK",2004,"0"
"SVN",2004,"0"
"ESP",2004,"159"
"SWE",2004,"0"
"CHE",2004,"36"
"TUR",2004,"0"
"GBR",2004,"0"
"USA",2004,"0"
"03M49WLD",2005,"660333"
"AFG",2005,"28"
"AUS",2005,"8"
"BGD",2005,"0"
"BTN",2005,"8"
"BRN",2005,"0"
"KHM",2005,"1414"
"CHN",2005,"0"
"PRK",2005,"0"
"FJI",2005,"2"
"IND",2005,"0"
"IDN",2005,"746"
"JPN",2005,"5"
"LAO",2005,"39"
"MYS",2005,"140"
"MDV",2005,"0"
"MNG",2005,"0"
"MMR",2005,"0"
"NPL",2005,"192"
"NZL",2005,"2"
"PAK",2005,"5"
"PNG",2005,"358"
"PHL",2005,"10"
"KOR",2005,"0"
"SGP",2005,"0"
"LKA",2005,"28"
"THA",2005,"13894"
"TLS",2005,"5"
"VNM",2005,"1578"
"BHS",2005,"0"
"BRB",2005,"0"
"BLZ",2005,"31"
"CUB",2005,"75"
"DOM",2005,"2448"
"GUY",2005,"42"
"HTI",2005,"4188"
"JAM",2005,"681"
"SUR",2005,"54"
"TTO",2005,"124"
"AGO",2005,"3179"
"BWA",2005,"5158"
"COM",2005,"2"
"ERI",2005,"720"
"SWZ",2005,"3236"
"ETH",2005,"25315"
"KEN",2005,"46786"
"LSO",2005,"6546"
"MDG",2005,"48"
"MWI",2005,"28496"
"MUS",2005,"83"
"MOZ",2005,"25952"
"NAM",2005,"3863"
"RWA",2005,"5000"
"ZAF",2005,"112012"
"SSD",2005,"2955"
"UGA",2005,"27097"
"TZA",2005,"36979"
"ZMB",2005,"26112"
"ZWE",2005,"44517"
"ALB",2005,"1"
"ARM",2005,"28"
"AZE",2005,"100"
"BLR",2005,"36"
"BIH",2005,"0"
"GEO",2005,"2"
"KAZ",2005,"92"
"KGZ",2005,"4"
"MNE",2005,"0"
"MKD",2005,"0"
"MDA",2005,"113"
"RUS",2005,"0"
"TJK",2005,"2"
"TKM",2005,"0"
"UKR",2005,"4238"
"UZB",2005,"48"
"ARG",2005,"245"
"BOL",2005,"209"
"BRA",2005,"0"
"CHL",2005,"0"
"COL",2005,"948"
"CRI",2005,"59"
"ECU",2005,"235"
"SLV",2005,"227"
"GTM",2005,"339"
"HND",2005,"518"
"MEX",2005,"942"
"NIC",2005,"64"
"PAN",2005,"99"
"PRY",2005,"255"
"PER",2005,"429"
"URY",2005,"58"
"VEN",2005,"875"
"DZA",2005,"44"
"BHR",2005,"0"
"DJI",2005,"334"
"EGY",2005,"12"
"IRN",2005,"279"
"JOR",2005,"2"
"KWT",2005,"0"
"LBN",2005,"5"
"LBY",2005,"12"
"MAR",2005,"223"
"OMN",2005,"0"
"QAT",2005,"0"
"SAU",2005,"6"
"SOM",2005,"272"
"SDN",2005,"751"
"SYR",2005,"2"
"TUN",2005,"11"
"ARE",2005,"0"
"YEM",2005,"56"
"IRQ",2005,"0"
"BEN",2005,"1894"
"BFA",2005,"3438"
"BDI",2005,"3381"
"CMR",2005,"11352"
"CPV",2005,"43"
"CAF",2005,"4808"
"TCD",2005,"2847"
"COG",2005,"3309"
"CIV",2005,"19280"
"COD",2005,"21102"
"GNQ",2005,"378"
"GAB",2005,"1225"
"GMB",2005,"361"
"GHA",2005,"10202"
"GIN",2005,"2187"
"GNB",2005,"695"
"LBR",2005,"1331"
"MLI",2005,"3127"
"MRT",2005,"177"
"NER",2005,"963"
"NGA",2005,"26973"
"SEN",2005,"956"
"SLE",2005,"1346"
"TGO",2005,"3024"
"STP",2005,"26"
"AUT",2005,"0"
"BEL",2005,"0"
"BGR",2005,"0"
"CAN",2005,"0"
"HRV",2005,"0"
"CYP",2005,"0"
"CZE",2005,"0"
"DNK",2005,"4"
"EST",2005,"20"
"FIN",2005,"0"
"FRA",2005,"0"
"DEU",2005,"48"
"GRC",2005,"2"
"HUN",2005,"0"
"ISL",2005,"0"
"IRL",2005,"2"
"ISR",2005,"0"
"ITA",2005,"0"
"LVA",2005,"0"
"LTU",2005,"0"
"LUX",2005,"0"
"MLT",2005,"0"
"NLD",2005,"7"
"NOR",2005,"3"
"POL",2005,"0"
"PRT",2005,"156"
"ROU",2005,"13"
"SRB",2005,"2"
"SVK",2005,"0"
"SVN",2005,"0"
"ESP",2005,"134"
"SWE",2005,"0"
"CHE",2005,"32"
"TUR",2005,"0"
"GBR",2005,"0"
"USA",2005,"0"
"03M49WLD",2006,"636725"
"AFG",2006,"32"
"AUS",2006,"7"
"BGD",2006,"0"
"BTN",2006,"9"
"BRN",2006,"0"
"KHM",2006,"1248"
"CHN",2006,"0"
"PRK",2006,"0"
"FJI",2006,"2"
"IND",2006,"0"
"IDN",2006,"997"
"JPN",2006,"5"
"LAO",2006,"42"
"MYS",2006,"135"
"MDV",2006,"0"
"MNG",2006,"0"
"MMR",2006,"0"
"NPL",2006,"233"
"NZL",2006,"1"
"PAK",2006,"9"
"PNG",2006,"374"
"PHL",2006,"10"
"KOR",2006,"0"
"SGP",2006,"0"
"LKA",2006,"29"
"THA",2006,"11096"
"TLS",2006,"5"
"VNM",2006,"1715"
"BHS",2006,"0"
"BRB",2006,"0"
"BLZ",2006,"30"
"CUB",2006,"95"
"DOM",2006,"2192"
"GUY",2006,"27"
"HTI",2006,"3860"
"JAM",2006,"511"
"SUR",2006,"54"
"TTO",2006,"117"
"AGO",2006,"3558"
"BWA",2006,"4219"
"COM",2006,"2"
"ERI",2006,"670"
"SWZ",2006,"3036"
"ETH",2006,"23143"
"KEN",2006,"41972"
"LSO",2006,"6021"
"MDG",2006,"60"
"MWI",2006,"26428"
"MUS",2006,"99"
"MOZ",2006,"27500"
"NAM",2006,"3239"
"RWA",2006,"3668"
"ZAF",2006,"114640"
"SSD",2006,"3214"
"UGA",2006,"23784"
"TZA",2006,"35770"
"ZMB",2006,"24326"
"ZWE",2006,"41403"
"ALB",2006,"1"
"ARM",2006,"34"
"AZE",2006,"117"
"BLR",2006,"37"
"BIH",2006,"0"
"GEO",2006,"1"
"KAZ",2006,"90"
"KGZ",2006,"6"
"MNE",2006,"0"
"MKD",2006,"0"
"MDA",2006,"123"
"RUS",2006,"0"
"TJK",2006,"3"
"TKM",2006,"0"
"UKR",2006,"4597"
"UZB",2006,"51"
"ARG",2006,"262"
"BOL",2006,"213"
"BRA",2006,"0"
"CHL",2006,"0"
"COL",2006,"915"
"CRI",2006,"62"
"ECU",2006,"238"
"SLV",2006,"206"
"GTM",2006,"336"
"HND",2006,"466"
"MEX",2006,"992"
"NIC",2006,"63"
"PAN",2006,"103"
"PRY",2006,"241"
"PER",2006,"381"
"URY",2006,"66"
"VEN",2006,"961"
"DZA",2006,"45"
"BHR",2006,"0"
"DJI",2006,"372"
"EGY",2006,"14"
"IRN",2006,"319"
"JOR",2006,"2"
"KWT",2006,"0"
"LBN",2006,"6"
"LBY",2006,"13"
"MAR",2006,"239"
"OMN",2006,"0"
"QAT",2006,"0"
"SAU",2006,"6"
"SOM",2006,"287"
"SDN",2006,"828"
"SYR",2006,"2"
"TUN",2006,"14"
"ARE",2006,"0"
"YEM",2006,"60"
"IRQ",2006,"0"
"BEN",2006,"1959"
"BFA",2006,"2888"
"BDI",2006,"3030"
"CMR",2006,"11402"
"CPV",2006,"30"
"CAF",2006,"4634"
"TCD",2006,"2723"
"COG",2006,"3081"
"CIV",2006,"17125"
"COD",2006,"20573"
"GNQ",2006,"381"
"GAB",2006,"1083"
"GMB",2006,"369"
"GHA",2006,"10265"
"GIN",2006,"2146"
"GNB",2006,"768"
"LBR",2006,"1341"
"MLI",2006,"3128"
"MRT",2006,"163"
"NER",2006,"918"
"NGA",2006,"26823"
"SEN",2006,"1041"
"SLE",2006,"1385"
"TGO",2006,"2797"
"STP",2006,"21"
"AUT",2006,"0"
"BEL",2006,"0"
"BGR",2006,"0"
"CAN",2006,"0"
"HRV",2006,"0"
"CYP",2006,"0"
"CZE",2006,"0"
"DNK",2006,"4"
"EST",2006,"17"
"FIN",2006,"0"
"FRA",2006,"0"
"DEU",2006,"45"
"GRC",2006,"2"
"HUN",2006,"0"
"ISL",2006,"0"
"IRL",2006,"2"
"ISR",2006,"0"
"ITA",2006,"0"
"LVA",2006,"0"
"LTU",2006,"0"
"LUX",2006,"0"
"MLT",2006,"0"
"NLD",2006,"6"
"NOR",2006,"3"
"POL",2006,"0"
"PRT",2006,"151"
"ROU",2006,"13"
"SRB",2006,"1"
"SVK",2006,"0"
"SVN",2006,"0"
"ESP",2006,"112"
"SWE",2006,"0"
"CHE",2006,"28"
"TUR",2006,"0"
"GBR",2006,"0"
"USA",2006,"0"
"03M49WLD",2007,"586942"
"AFG",2007,"36"
"AUS",2007,"6"
"BGD",2007,"0"
"BTN",2007,"9"
"BRN",2007,"0"
"KHM",2007,"904"
"CHN",2007,"0"
"PRK",2007,"0"
"FJI",2007,"2"
"IND",2007,"0"
"IDN",2007,"1136"
"JPN",2007,"5"
"LAO",2007,"43"
"MYS",2007,"135"
"MDV",2007,"0"
"MNG",2007,"1"
"MMR",2007,"0"
"NPL",2007,"254"
"NZL",2007,"1"
"PAK",2007,"15"
"PNG",2007,"292"
"PHL",2007,"8"
"KOR",2007,"0"
"SGP",2007,"0"
"LKA",2007,"33"
"THA",2007,"9994"
"TLS",2007,"5"
"VNM",2007,"1459"
"BHS",2007,"0"
"BRB",2007,"0"
"BLZ",2007,"31"
"CUB",2007,"113"
"DOM",2007,"1944"
"GUY",2007,"22"
"HTI",2007,"3184"
"JAM",2007,"514"
"SUR",2007,"48"
"TTO",2007,"114"
"AGO",2007,"3617"
"BWA",2007,"3541"
"COM",2007,"2"
"ERI",2007,"574"
"SWZ",2007,"2636"
"ETH",2007,"19080"
"KEN",2007,"34309"
"LSO",2007,"5347"
"MDG",2007,"71"
"MWI",2007,"23255"
"MUS",2007,"113"
"MOZ",2007,"27278"
"NAM",2007,"2458"
"RWA",2007,"2660"
"ZAF",2007,"104667"
"SSD",2007,"3459"
"UGA",2007,"24973"
"TZA",2007,"30722"
"ZMB",2007,"21652"
"ZWE",2007,"37028"
"ALB",2007,"1"
"ARM",2007,"40"
"AZE",2007,"134"
"BLR",2007,"26"
"BIH",2007,"0"
"GEO",2007,"1"
"KAZ",2007,"104"
"KGZ",2007,"9"
"MNE",2007,"0"
"MKD",2007,"0"
"MDA",2007,"129"
"RUS",2007,"0"
"TJK",2007,"4"
"TKM",2007,"0"
"UKR",2007,"4936"
"UZB",2007,"26"
"ARG",2007,"282"
"BOL",2007,"219"
"BRA",2007,"0"
"CHL",2007,"0"
"COL",2007,"636"
"CRI",2007,"64"
"ECU",2007,"244"
"SLV",2007,"176"
"GTM",2007,"291"
"HND",2007,"374"
"MEX",2007,"946"
"NIC",2007,"61"
"PAN",2007,"106"
"PRY",2007,"245"
"PER",2007,"291"
"URY",2007,"68"
"VEN",2007,"819"
"DZA",2007,"47"
"BHR",2007,"0"
"DJI",2007,"358"
"EGY",2007,"13"
"IRN",2007,"356"
"JOR",2007,"2"
"KWT",2007,"0"
"LBN",2007,"6"
"LBY",2007,"17"
"MAR",2007,"256"
"OMN",2007,"0"
"QAT",2007,"0"
"SAU",2007,"6"
"SOM",2007,"298"
"SDN",2007,"895"
"SYR",2007,"3"
"TUN",2007,"16"
"ARE",2007,"0"
"YEM",2007,"63"
"IRQ",2007,"0"
"BEN",2007,"2009"
"BFA",2007,"2397"
"BDI",2007,"2809"
"CMR",2007,"11937"
"CPV",2007,"23"
"CAF",2007,"4357"
"TCD",2007,"2330"
"COG",2007,"3093"
"CIV",2007,"15507"
"COD",2007,"19634"
"GNQ",2007,"396"
"GAB",2007,"1126"
"GMB",2007,"407"
"GHA",2007,"10105"
"GIN",2007,"1940"
"GNB",2007,"797"
"LBR",2007,"1235"
"MLI",2007,"2786"
"MRT",2007,"144"
"NER",2007,"838"
"NGA",2007,"24764"
"SEN",2007,"962"
"SLE",2007,"1402"
"TGO",2007,"2825"
"STP",2007,"19"
"AUT",2007,"0"
"BEL",2007,"0"
"BGR",2007,"0"
"CAN",2007,"0"
"HRV",2007,"0"
"CYP",2007,"0"
"CZE",2007,"0"
"DNK",2007,"5"
"EST",2007,"16"
"FIN",2007,"0"
"FRA",2007,"0"
"DEU",2007,"46"
"GRC",2007,"2"
"HUN",2007,"0"
"ISL",2007,"0"
"IRL",2007,"2"
"ISR",2007,"0"
"ITA",2007,"0"
"LVA",2007,"0"
"LTU",2007,"0"
"LUX",2007,"0"
"MLT",2007,"0"
"NLD",2007,"6"
"NOR",2007,"3"
"POL",2007,"0"
"PRT",2007,"146"
"ROU",2007,"13"
"SRB",2007,"2"
"SVK",2007,"0"
"SVN",2007,"0"
"ESP",2007,"92"
"SWE",2007,"0"
"CHE",2007,"25"
"TUR",2007,"0"
"GBR",2007,"0"
"USA",2007,"0"
"03M49WLD",2008,"520693"
"AFG",2008,"40"
"AUS",2008,"8"
"BGD",2008,"0"
"BTN",2008,"10"
"BRN",2008,"0"
"KHM",2008,"672"
"CHN",2008,"0"
"PRK",2008,"0"
"FJI",2008,"3"
"IND",2008,"0"
"IDN",2008,"1474"
"JPN",2008,"5"
"LAO",2008,"49"
"MYS",2008,"139"
"MDV",2008,"0"
"MNG",2008,"1"
"MMR",2008,"0"
"NPL",2008,"226"
"NZL",2008,"1"
"PAK",2008,"18"
"PNG",2008,"190"
"PHL",2008,"7"
"KOR",2008,"0"
"SGP",2008,"0"
"LKA",2008,"36"
"THA",2008,"9632"
"TLS",2008,"5"
"VNM",2008,"1277"
"BHS",2008,"0"
"BRB",2008,"0"
"BLZ",2008,"30"
"CUB",2008,"132"
"DOM",2008,"1632"
"GUY",2008,"20"
"HTI",2008,"2734"
"JAM",2008,"464"
"SUR",2008,"41"
"TTO",2008,"112"
"AGO",2008,"3819"
"BWA",2008,"3167"
"COM",2008,"3"
"ERI",2008,"450"
"SWZ",2008,"2171"
"ETH",2008,"14586"
"KEN",2008,"30029"
"LSO",2008,"3788"
"MDG",2008,"87"
"MWI",2008,"19498"
"MUS",2008,"126"
"MOZ",2008,"24628"
"NAM",2008,"1700"
"RWA",2008,"2200"
"ZAF",2008,"87546"
"SSD",2008,"3664"
"UGA",2008,"24163"
"TZA",2008,"24215"
"ZMB",2008,"15837"
"ZWE",2008,"32537"
"ALB",2008,"1"
"ARM",2008,"46"
"AZE",2008,"143"
"BLR",2008,"32"
"BIH",2008,"0"
"GEO",2008,"2"
"KAZ",2008,"114"
"KGZ",2008,"11"
"MNE",2008,"0"
"MKD",2008,"0"
"MDA",2008,"131"
"RUS",2008,"0"
"TJK",2008,"7"
"TKM",2008,"0"
"UKR",2008,"5068"
"UZB",2008,"19"
"ARG",2008,"270"
"BOL",2008,"226"
"BRA",2008,"0"
"CHL",2008,"0"
"COL",2008,"610"
"CRI",2008,"66"
"ECU",2008,"219"
"SLV",2008,"172"
"GTM",2008,"216"
"HND",2008,"332"
"MEX",2008,"933"
"NIC",2008,"67"
"PAN",2008,"114"
"PRY",2008,"243"
"PER",2008,"149"
"URY",2008,"76"
"VEN",2008,"896"
"DZA",2008,"48"
"BHR",2008,"0"
"DJI",2008,"345"
"EGY",2008,"17"
"IRN",2008,"389"
"JOR",2008,"3"
"KWT",2008,"0"
"LBN",2008,"7"
"LBY",2008,"18"
"MAR",2008,"270"
"OMN",2008,"0"
"QAT",2008,"0"
"SAU",2008,"6"
"SOM",2008,"301"
"SDN",2008,"925"
"SYR",2008,"3"
"TUN",2008,"18"
"ARE",2008,"0"
"YEM",2008,"58"
"IRQ",2008,"0"
"BEN",2008,"1794"
"BFA",2008,"2161"
"BDI",2008,"2472"
"CMR",2008,"11250"
"CPV",2008,"19"
"CAF",2008,"3828"
"TCD",2008,"2100"
"COG",2008,"2924"
"CIV",2008,"14225"
"COD",2008,"19376"
"GNQ",2008,"369"
"GAB",2008,"1177"
"GMB",2008,"436"
"GHA",2008,"9725"
"GIN",2008,"1989"
"GNB",2008,"784"
"LBR",2008,"1204"
"MLI",2008,"2429"
"MRT",2008,"128"
"NER",2008,"811"
"NGA",2008,"24945"
"SEN",2008,"384"
"SLE",2008,"1426"
"TGO",2008,"2904"
"STP",2008,"15"
"AUT",2008,"0"
"BEL",2008,"0"
"BGR",2008,"0"
"CAN",2008,"0"
"HRV",2008,"0"
"CYP",2008,"0"
"CZE",2008,"0"
"DNK",2008,"5"
"EST",2008,"14"
"FIN",2008,"0"
"FRA",2008,"0"
"DEU",2008,"44"
"GRC",2008,"2"
"HUN",2008,"0"
"ISL",2008,"0"
"IRL",2008,"2"
"ISR",2008,"0"
"ITA",2008,"0"
"LVA",2008,"0"
"LTU",2008,"0"
"LUX",2008,"0"
"MLT",2008,"0"
"NLD",2008,"5"
"NOR",2008,"3"
"POL",2008,"0"
"PRT",2008,"140"
"ROU",2008,"14"
"SRB",2008,"2"
"SVK",2008,"0"
"SVN",2008,"0"
"ESP",2008,"76"
"SWE",2008,"0"
"CHE",2008,"22"
"TUR",2008,"0"
"GBR",2008,"0"
"USA",2008,"0"
"03M49WLD",2009,"462220"
"AFG",2009,"45"
"AUS",2009,"12"
"BGD",2009,"0"
"BTN",2009,"10"
"BRN",2009,"0"
"KHM",2009,"538"
"CHN",2009,"0"
"PRK",2009,"0"
"FJI",2009,"2"
"IND",2009,"0"
"IDN",2009,"1898"
"JPN",2009,"5"
"LAO",2009,"50"
"MYS",2009,"147"
"MDV",2009,"0"
"MNG",2009,"1"
"MMR",2009,"0"
"NPL",2009,"194"
"NZL",2009,"1"
"PAK",2009,"30"
"PNG",2009,"180"
"PHL",2009,"6"
"KOR",2009,"0"
"SGP",2009,"0"
"LKA",2009,"38"
"THA",2009,"9490"
"TLS",2009,"4"
"VNM",2009,"1128"
"BHS",2009,"0"
"BRB",2009,"0"
"BLZ",2009,"28"
"CUB",2009,"146"
"DOM",2009,"1452"
"GUY",2009,"21"
"HTI",2009,"2289"
"JAM",2009,"431"
"SUR",2009,"37"
"TTO",2009,"112"
"AGO",2009,"4056"
"BWA",2009,"2768"
"COM",2009,"3"
"ERI",2009,"357"
"SWZ",2009,"1852"
"ETH",2009,"11438"
"KEN",2009,"25740"
"LSO",2009,"3126"
"MDG",2009,"110"
"MWI",2009,"15532"
"MUS",2009,"138"
"MOZ",2009,"23628"
"NAM",2009,"1319"
"RWA",2009,"1896"
"ZAF",2009,"73074"
"SSD",2009,"3803"
"UGA",2009,"21440"
"TZA",2009,"23717"
"ZMB",2009,"12684"
"ZWE",2009,"27765"
"ALB",2009,"1"
"ARM",2009,"52"
"AZE",2009,"146"
"BLR",2009,"38"
"BIH",2009,"0"
"GEO",2009,"3"
"KAZ",2009,"122"
"KGZ",2009,"12"
"MNE",2009,"0"
"MKD",2009,"0"
"MDA",2009,"132"
"RUS",2009,"0"
"TJK",2009,"11"
"TKM",2009,"0"
"UKR",2009,"5112"
"UZB",2009,"19"
"ARG",2009,"256"
"BOL",2009,"225"
"BRA",2009,"0"
"CHL",2009,"0"
"COL",2009,"830"
"CRI",2009,"69"
"ECU",2009,"192"
"SLV",2009,"166"
"GTM",2009,"152"
"HND",2009,"303"
"MEX",2009,"939"
"NIC",2009,"64"
"PAN",2009,"118"
"PRY",2009,"228"
"PER",2009,"107"
"URY",2009,"86"
"VEN",2009,"969"
"DZA",2009,"51"
"BHR",2009,"0"
"DJI",2009,"335"
"EGY",2009,"20"
"IRN",2009,"421"
"JOR",2009,"4"
"KWT",2009,"0"
"LBN",2009,"8"
"LBY",2009,"17"
"MAR",2009,"263"
"OMN",2009,"0"
"QAT",2009,"1"
"SAU",2009,"6"
"SOM",2009,"292"
"SDN",2009,"816"
"SYR",2009,"3"
"TUN",2009,"20"
"ARE",2009,"0"
"YEM",2009,"54"
"IRQ",2009,"0"
"BEN",2009,"708"
"BFA",2009,"1839"
"BDI",2009,"2112"
"CMR",2009,"10847"
"CPV",2009,"17"
"CAF",2009,"3138"
"TCD",2009,"1373"
"COG",2009,"2483"
"CIV",2009,"11987"
"COD",2009,"19257"
"GNQ",2009,"392"
"GAB",2009,"1200"
"GMB",2009,"450"
"GHA",2009,"9118"
"GIN",2009,"1733"
"GNB",2009,"739"
"LBR",2009,"1167"
"MLI",2009,"2211"
"MRT",2009,"121"
"NER",2009,"766"
"NGA",2009,"22467"
"SEN",2009,"233"
"SLE",2009,"1356"
"TGO",2009,"2763"
"STP",2009,"12"
"AUT",2009,"0"
"BEL",2009,"0"
"BGR",2009,"0"
"CAN",2009,"0"
"HRV",2009,"0"
"CYP",2009,"0"
"CZE",2009,"0"
"DNK",2009,"5"
"EST",2009,"14"
"FIN",2009,"0"
"FRA",2009,"0"
"DEU",2009,"41"
"GRC",2009,"2"
"HUN",2009,"0"
"ISL",2009,"0"
"IRL",2009,"2"
"ISR",2009,"0"
"ITA",2009,"0"
"LVA",2009,"0"
"LTU",2009,"0"
"LUX",2009,"0"
"MLT",2009,"0"
"NLD",2009,"5"
"NOR",2009,"3"
"POL",2009,"0"
"PRT",2009,"136"
"ROU",2009,"17"
"SRB",2009,"3"
"SVK",2009,"0"
"SVN",2009,"0"
"ESP",2009,"63"
"SWE",2009,"0"
"CHE",2009,"20"
"TUR",2009,"0"
"GBR",2009,"0"
"USA",2009,"0"
"03M49WLD",2010,"419087"
"AFG",2010,"48"
"AUS",2010,"12"
"BGD",2010,"0"
"BTN",2010,"11"
"BRN",2010,"0"
"KHM",2010,"455"
"CHN",2010,"0"
"PRK",2010,"0"
"FJI",2010,"2"
"IND",2010,"0"
"IDN",2010,"2328"
"JPN",2010,"5"
"LAO",2010,"48"
"MYS",2010,"163"
"MDV",2010,"0"
"MNG",2010,"1"
"MMR",2010,"0"
"NPL",2010,"198"
"NZL",2010,"1"
"PAK",2010,"55"
"PNG",2010,"190"
"PHL",2010,"6"
"KOR",2010,"0"
"SGP",2010,"6"
"LKA",2010,"39"
"THA",2010,"9383"
"TLS",2010,"5"
"VNM",2010,"1037"
"BHS",2010,"0"
"BRB",2010,"0"
"BLZ",2010,"23"
"CUB",2010,"162"
"DOM",2010,"1295"
"GUY",2010,"21"
"HTI",2010,"2030"
"JAM",2010,"370"
"SUR",2010,"37"
"TTO",2010,"96"
"AGO",2010,"4298"
"BWA",2010,"2456"
"COM",2010,"3"
"ERI",2010,"306"
"SWZ",2010,"1646"
"ETH",2010,"9003"
"KEN",2010,"21553"
"LSO",2010,"2568"
"MDG",2010,"135"
"MWI",2010,"12859"
"MUS",2010,"153"
"MOZ",2010,"24237"
"NAM",2010,"1179"
"RWA",2010,"1637"
"ZAF",2010,"64602"
"SSD",2010,"3813"
"UGA",2010,"20401"
"TZA",2010,"21859"
"ZMB",2010,"11891"
"ZWE",2010,"21986"
"ALB",2010,"2"
"ARM",2010,"54"
"AZE",2010,"151"
"BLR",2010,"37"
"BIH",2010,"0"
"GEO",2010,"3"
"KAZ",2010,"116"
"KGZ",2010,"12"
"MNE",2010,"0"
"MKD",2010,"0"
"MDA",2010,"133"
"RUS",2010,"0"
"TJK",2010,"15"
"TKM",2010,"0"
"UKR",2010,"4843"
"UZB",2010,"24"
"ARG",2010,"247"
"BOL",2010,"206"
"BRA",2010,"0"
"CHL",2010,"0"
"COL",2010,"982"
"CRI",2010,"71"
"ECU",2010,"174"
"SLV",2010,"151"
"GTM",2010,"142"
"HND",2010,"279"
"MEX",2010,"955"
"NIC",2010,"59"
"PAN",2010,"96"
"PRY",2010,"212"
"PER",2010,"80"
"URY",2010,"94"
"VEN",2010,"1025"
"DZA",2010,"34"
"BHR",2010,"0"
"DJI",2010,"333"
"EGY",2010,"21"
"IRN",2010,"443"
"JOR",2010,"4"
"KWT",2010,"0"
"LBN",2010,"8"
"LBY",2010,"16"
"MAR",2010,"270"
"OMN",2010,"0"
"QAT",2010,"1"
"SAU",2010,"6"
"SOM",2010,"288"
"SDN",2010,"792"
"SYR",2010,"3"
"TUN",2010,"18"
"ARE",2010,"0"
"YEM",2010,"55"
"IRQ",2010,"0"
"BEN",2010,"439"
"BFA",2010,"1605"
"BDI",2010,"1837"
"CMR",2010,"10719"
"CPV",2010,"18"
"CAF",2010,"3001"
"TCD",2010,"1004"
"COG",2010,"2364"
"CIV",2010,"10002"
"COD",2010,"18038"
"GNQ",2010,"475"
"GAB",2010,"1172"
"GMB",2010,"464"
"GHA",2010,"8652"
"GIN",2010,"1441"
"GNB",2010,"745"
"LBR",2010,"1088"
"MLI",2010,"2078"
"MRT",2010,"116"
"NER",2010,"518"
"NGA",2010,"21631"
"SEN",2010,"214"
"SLE",2010,"1244"
"TGO",2010,"2429"
"STP",2010,"9"
"AUT",2010,"0"
"BEL",2010,"0"
"BGR",2010,"0"
"CAN",2010,"0"
"HRV",2010,"0"
"CYP",2010,"0"
"CZE",2010,"0"
"DNK",2010,"4"
"EST",2010,"12"
"FIN",2010,"0"
"FRA",2010,"0"
"DEU",2010,"37"
"GRC",2010,"2"
"HUN",2010,"0"
"ISL",2010,"0"
"IRL",2010,"2"
"ISR",2010,"0"
"ITA",2010,"0"
"LVA",2010,"0"
"LTU",2010,"0"
"LUX",2010,"0"
"MLT",2010,"0"
"NLD",2010,"5"
"NOR",2010,"3"
"POL",2010,"0"
"PRT",2010,"132"
"ROU",2010,"25"
"SRB",2010,"3"
"SVK",2010,"0"
"SVN",2010,"0"
"ESP",2010,"55"
"SWE",2010,"0"
"CHE",2010,"19"
"TUR",2010,"0"
"GBR",2010,"0"
"USA",2010,"0"
"03M49WLD",2011,"382990"
"AFG",2011,"52"
"AUS",2011,"8"
"BGD",2011,"0"
"BTN",2011,"11"
"BRN",2011,"0"
"KHM",2011,"423"
"CHN",2011,"0"
"PRK",2011,"0"
"FJI",2011,"3"
"IND",2011,"0"
"IDN",2011,"2966"
"JPN",2011,"5"
"LAO",2011,"54"
"MYS",2011,"187"
"MDV",2011,"0"
"MNG",2011,"1"
"MMR",2011,"0"
"NPL",2011,"200"
"NZL",2011,"1"
"PAK",2011,"95"
"PNG",2011,"198"
"PHL",2011,"7"
"KOR",2011,"0"
"SGP",2011,"7"
"LKA",2011,"40"
"THA",2011,"8981"
"TLS",2011,"5"
"VNM",2011,"1002"
"BHS",2011,"0"
"BRB",2011,"0"
"BLZ",2011,"25"
"CUB",2011,"180"
"DOM",2011,"1102"
"GUY",2011,"22"
"HTI",2011,"2101"
"JAM",2011,"413"
"SUR",2011,"36"
"TTO",2011,"81"
"AGO",2011,"4531"
"BWA",2011,"2030"
"COM",2011,"2"
"ERI",2011,"253"
"SWZ",2011,"1456"
"ETH",2011,"7230"
"KEN",2011,"18680"
"LSO",2011,"2156"
"MDG",2011,"165"
"MWI",2011,"11117"
"MUS",2011,"165"
"MOZ",2011,"24561"
"NAM",2011,"1166"
"RWA",2011,"1443"
"ZAF",2011,"57250"
"SSD",2011,"3934"
"UGA",2011,"19065"
"TZA",2011,"18365"
"ZMB",2011,"11145"
"ZWE",2011,"15180"
"ALB",2011,"2"
"ARM",2011,"55"
"AZE",2011,"147"
"BLR",2011,"21"
"BIH",2011,"0"
"GEO",2011,"3"
"KAZ",2011,"121"
"KGZ",2011,"12"
"MNE",2011,"0"
"MKD",2011,"0"
"MDA",2011,"131"
"RUS",2011,"0"
"TJK",2011,"20"
"TKM",2011,"0"
"UKR",2011,"4620"
"UZB",2011,"28"
"ARG",2011,"234"
"BOL",2011,"219"
"BRA",2011,"0"
"CHL",2011,"0"
"COL",2011,"732"
"CRI",2011,"74"
"ECU",2011,"167"
"SLV",2011,"139"
"GTM",2011,"155"
"HND",2011,"278"
"MEX",2011,"975"
"NIC",2011,"51"
"PAN",2011,"109"
"PRY",2011,"198"
"PER",2011,"62"
"URY",2011,"82"
"VEN",2011,"1061"
"DZA",2011,"26"
