"iso_alpha_3_code","year_start","year_end","year_mid","env_total","env_mat","truemat_vr","truemat","truemat_vr_unscaled","truemat_unscaled","tp","tn","fp","fn","up","un","include","include_bmis_global","include_bmis","include_bmat_reason","include_bmis_reason","incomplete_vr_multiplier","check_outside_of_vr","study_period_coverage","citation_short","citation_long","completeness_inq","complete_vr","obs_matdeaths","final_env","final_pm","obs_selogpm","type","definition","mat_vr","nonmat_vr","tot","tot_vr","rho_ref","mat_vr_ref","tot_vr_ref","tot_ref","dmname","iso_country_name","who_code_2","obs_matdeaths_incl_late","obs_matdeaths_late","obs_env","ill_defined_death_proportion","ill_defined_death_proportion2","obs_ill","exclude_reason","icd_utilized","icd","env_total_who_estimated","include_hasvrdata","rho_period","rho_period_max","rho_period_min","vrenv_vradj","ytot_bmis","rho_bmis","vrenv_bmat","ytot_bmat","rho_bmat","rho_intermediate","usability_percentage","include_reason","name","id","ori_vr_data_from_paho_update","special_case","t","sens","var_sens","sens_sq","oneminsens_sq","lower_sens","upper_sens","spec","var_spec","spec_sq","oneminspec_sq","lower_spec","upper_spec","rho_sesp","cov_sesp","cov.t","env_total_imputed","live_births_imputed","env_pregrelated","mmr","live_births","refID","mdeathspluslate","ramos...yes.1.","comments","env_total_lifetables","live_births_lifetables","final_mmr","final_pm_before_crisis","final_mmr_before_crisis","env_total_calculated_from_lifetables","live_births_calculated_from_birthsdata"
"AUT",2001,2002,2001.5,NA,5,5,NA,5,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00138696255201,TRUE,5,1444,0.00346260387811634,NA,"inq","maternal",5,1439,1444,1444,1,5,1444,1444,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65743305632502e-05,0.00346260387811634,6.65743305632502e-05,1442,75000
"AUT",2002,2003,2002.5,NA,7,7,NA,7,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00209351011863,TRUE,7,1436,0.00487465181058496,NA,"inq","maternal",1,1435,1436,1436,1,1,1436,1436,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.07191694099772e-05,0.00487465181058496,9.07191694099772e-05,1433,77000
"AUT",2003,2004,2003.5,NA,2,2,NA,2,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.0034435261708,TRUE,2,1457,0.00137268359643102,NA,"inq","maternal",2,1455,1457,1457,1,2,1457,1457,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58848906755564e-05,0.00137268359643102,2.58848906755564e-05,1452,77000
"AUT",2004,2005,2004.5,NA,5,5,NA,5,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00311769290725,TRUE,5,1287,0.00388500388500389,NA,"inq","maternal",3,1284,1287,1287,1,3,1287,1287,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39033331341024e-05,0.00388500388500389,6.39033331341024e-05,1283,78000
"AUT",2005,2006,2005.5,NA,7,7,NA,7,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.0029520295203,TRUE,7,1359,0.00515084621044886,NA,"inq","maternal",3,1356,1359,1359,1,3,1359,1359,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94794437840796e-05,0.00515084621044886,8.94794437840796e-05,1355,78000
"AUT",2006,2007,2006.5,NA,3,3,NA,3,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00315457413249,TRUE,3,1272,0.00235849056603774,NA,"inq","maternal",2,1270,1272,1272,1,2,1272,1272,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83405902273827e-05,0.00235849056603774,3.83405902273827e-05,1268,78000
"BRA",1996,1997,1996.5,NA,3039,3039,NA,3039,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.728405354626585,FALSE,3039,62031,0.0489916332156502,NA,"inq","maternal",1443,60588,86459,62031,0.717461455718896,1443,62031,86459,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00115029707324091,0.0489916332156502,0.00115029707324091,85160,3627000
"BRA",1997,1998,1997.5,NA,3319,3319,NA,3319,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.720204004354617,FALSE,3319,60863,0.0545323102706078,NA,"inq","maternal",1759,59104,83538,60863,0.728566640331346,1759,60863,83538,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00127304322551064,0.0545323102706078,0.00127304322551064,84508,3620000
"BRA",1998,1999,1998.5,NA,3467,3467,NA,3467,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.741294837102292,FALSE,3467,62185,0.0557529950952802,NA,"inq","maternal",1902,60283,84110,62185,0.739329449530377,1902,62185,84110,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00129843184329755,0.0557529950952802,0.00129843184329755,83887,3602000
"BRA",1999,2000,1999.5,NA,3004,3004,NA,3004,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.7461853188929,FALSE,3004,62008,0.0484453618887885,NA,"inq","maternal",1768,60240,82692,62008,0.749866976249214,1768,62008,82692,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00113499001211117,0.0484453618887885,0.00113499001211117,83100,3547000
"BRA",2000,2001,2000.5,NA,2351,1677,2351,1677,2351,NA,NA,NA,NA,674,18360,TRUE,TRUE,FALSE,NA,"HACK - see the function `process_study_data' for more info",1,"Y","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",1,FALSE,2351,80529,0.0291944516882117,NA,"inq","maternal",1599,59750,80383,61349,0.763208638642499,1599,61349,80383,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000673832043565492,0.0291944516882117,0.000673832043565492,80529,3489000
"BRA",2001,2002,2001.5,NA,2209,2209,NA,2209,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.782570478604823,FALSE,2209,61431,0.0359590434796764,NA,"inq","maternal",1515,59916,79592,61431,0.771823801387074,1515,61431,79592,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000822000277842492,0.0359590434796764,0.000822000277842492,78499,3434000
"BRA",2002,2003,2002.5,NA,2321,2321,NA,2321,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.786577470867501,FALSE,2321,61965,0.0374566287420318,NA,"inq","maternal",1585,60380,78983,61965,0.78453591279136,1585,61965,78983,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000880297821909243,0.0374566287420318,0.000880297821909243,78778,3352000
"BRA",2003,2004,2003.5,NA,2217,2217,NA,2217,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.783595534128394,FALSE,2217,61763,0.0358952771076535,NA,"inq","maternal",1522,60241,77518,61763,0.796756882272504,1522,61763,77518,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000868139227255369,0.0358952771076535,0.000868139227255369,78820,3259000
"BRA",2004,2005,2004.5,NA,2302,2302,NA,2302,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.809242447957427,FALSE,2302,62043,0.0371032993246619,NA,"inq","maternal",1573,60470,76857,62043,0.80725242983723,1573,62043,76857,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000873391388585563,0.0371032993246619,0.000873391388585563,76668,3257000
"BRA",2005,2006,2005.5,NA,2267,1620,2267,1620,2267,NA,NA,NA,NA,647,12901,TRUE,TRUE,FALSE,NA,"HACK - see the function `process_study_data' for more info",1,"Y","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",1,FALSE,2267,74452,0.0304491484446355,NA,"inq","maternal",1559,59754,74861,61313,0.819024592244293,1559,61313,74861,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00070012353304509,0.0304491484446355,0.00070012353304509,74452,3238000
"BRA",2006,2007,2006.5,NA,2272,2272,NA,2272,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.836111827023508,FALSE,2272,61639,0.0368597803338795,NA,"inq","maternal",1538,60101,73636,61639,0.837076973219621,1538,61639,73636,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000853972302323674,0.0368597803338795,0.000853972302323674,73721,3182000
